time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,snow_prob.x,tomst_num,snow_prob.y
2024-06-22T16:00:00Z,ARUQ11,Semipalmated Sandpiper,38,0,5.06,0,9,0
2024-06-22T16:00:00Z,ARUQ11,Snow Bunting,5,0,5.06,0,9,0
2024-06-22T16:30:00Z,ARUQ11,Semipalmated Sandpiper,7,3.5,5.1899999999999995,0,9,0
2024-06-22T16:30:00Z,ARUQ11,Snow Bunting,16,3.5,5.1899999999999995,0,9,0
2024-06-22T16:30:00Z,ARUQ11,Savannah Sparrow,13,3.5,5.1899999999999995,0,9,0
2024-06-22T16:30:00Z,ARUQ11,Common Redpoll,5,3.5,5.1899999999999995,0,9,0
2024-06-22T16:30:00Z,ARUQ11,Hoary Redpoll,2,3.5,5.1899999999999995,0,9,0
2024-06-22T16:30:00Z,ARUQ11,Red-throated Loon,4,3.5,5.1899999999999995,0,9,0
2024-06-22T17:00:00Z,ARUQ11,Snow Bunting,13,7,5.31,0,9,0
2024-06-22T17:00:00Z,ARUQ11,Hoary Redpoll,5,7,5.31,0,9,0
2024-06-22T17:00:00Z,ARUQ11,Common Redpoll,5,7,5.31,0,9,0
2024-06-22T17:00:00Z,ARUQ11,Fox Sparrow,1,7,5.31,0,9,0
2024-06-22T17:30:00Z,ARUQ11,Common Redpoll,9,8.5,5.88,0,9,0
2024-06-22T17:30:00Z,ARUQ11,Snow Bunting,11,8.5,5.88,0,9,0
2024-06-22T17:30:00Z,ARUQ11,Hoary Redpoll,6,8.5,5.88,0,9,0
2024-06-22T17:30:00Z,ARUQ11,Semipalmated Sandpiper,5,8.5,5.88,0,9,0
2024-06-22T17:30:00Z,ARUQ11,Lapland Longspur,1,8.5,5.88,0,9,0
2024-06-22T17:30:00Z,ARUQ11,Fox Sparrow,1,8.5,5.88,0,9,0
2024-06-22T18:00:00Z,ARUQ11,Semipalmated Plover,6,10,6.5,0,9,0
2024-06-22T18:00:00Z,ARUQ11,Snow Bunting,7,10,6.5,0,9,0
2024-06-22T18:00:00Z,ARUQ11,Semipalmated Sandpiper,3,10,6.5,0,9,0
2024-06-22T18:30:00Z,ARUQ11,Semipalmated Sandpiper,8,10,6.31,0,9,0
2024-06-22T18:30:00Z,ARUQ11,Common Redpoll,6,10,6.31,0,9,0
2024-06-22T18:30:00Z,ARUQ11,Lapland Longspur,4,10,6.31,0,9,0
2024-06-22T18:30:00Z,ARUQ11,Snow Bunting,15,10,6.31,0,9,0
2024-06-22T19:00:00Z,ARUQ11,Snow Bunting,4,10,6.75,0,9,0
2024-06-22T19:00:00Z,ARUQ11,Semipalmated Sandpiper,2,10,6.75,0,9,0
2024-06-22T19:00:00Z,ARUQ11,Green-winged Teal,6,10,6.75,0,9,0
2024-06-22T19:00:00Z,ARUQ11,Lapland Longspur,3,10,6.75,0,9,0
2024-06-22T19:30:00Z,ARUQ11,Lapland Longspur,11,9.5,7,0,9,0
2024-06-22T19:30:00Z,ARUQ11,Snow Bunting,6,9.5,7,0,9,0
2024-06-22T19:30:00Z,ARUQ11,Common Redpoll,9,9.5,7,0,9,0
2024-06-22T19:30:00Z,ARUQ11,Bank Swallow,1,9.5,7,0,9,0
2024-06-22T20:00:00Z,ARUQ11,Savannah Sparrow,6,9,7,0,9,0
2024-06-22T20:00:00Z,ARUQ11,Common Redpoll,19,9,7,0,9,0
2024-06-22T20:00:00Z,ARUQ11,Semipalmated Sandpiper,12,9,7,0,9,0
2024-06-22T20:00:00Z,ARUQ11,Hoary Redpoll,6,9,7,0,9,0
2024-06-22T20:00:00Z,ARUQ11,Snow Bunting,5,9,7,0,9,0
2024-06-22T20:00:00Z,ARUQ11,Lapland Longspur,2,9,7,0,9,0
2024-06-22T20:30:00Z,ARUQ11,Snow Bunting,4,9,7.44,0,9,0
2024-06-22T20:30:00Z,ARUQ11,Semipalmated Plover,10,9,7.44,0,9,0
2024-06-22T20:30:00Z,ARUQ11,Common Redpoll,2,9,7.44,0,9,0
2024-06-22T20:30:00Z,ARUQ11,Savannah Sparrow,4,9,7.44,0,9,0
2024-06-22T21:00:00Z,ARUQ11,Snow Bunting,8,9,7.5,0,9,0
2024-06-22T21:00:00Z,ARUQ11,Savannah Sparrow,1,9,7.5,0,9,0
2024-06-22T21:00:00Z,ARUQ11,Semipalmated Sandpiper,20,9,7.5,0,9,0
2024-06-22T21:00:00Z,ARUQ11,Common Redpoll,2,9,7.5,0,9,0
2024-06-22T21:00:00Z,ARUQ11,Hoary Redpoll,2,9,7.5,0,9,0
2024-06-22T21:30:00Z,ARUQ11,Snow Bunting,7,8.5,8.25,0,9,0
2024-06-22T21:30:00Z,ARUQ11,Semipalmated Sandpiper,8,8.5,8.25,0,9,0
2024-06-22T21:30:00Z,ARUQ11,Common Redpoll,16,8.5,8.25,0,9,0
2024-06-22T21:30:00Z,ARUQ11,American Pipit,3,8.5,8.25,0,9,0
2024-06-22T21:30:00Z,ARUQ11,Savannah Sparrow,3,8.5,8.25,0,9,0
2024-06-22T21:30:00Z,ARUQ11,Semipalmated Plover,1,8.5,8.25,0,9,0
2024-06-22T22:00:00Z,ARUQ11,Common Redpoll,4,8,8.19,0,9,0
2024-06-22T22:00:00Z,ARUQ11,Snow Bunting,4,8,8.19,0,9,0
2024-06-22T22:00:00Z,ARUQ11,Fox Sparrow,1,8,8.19,0,9,0
2024-06-22T22:30:00Z,ARUQ11,Semipalmated Sandpiper,23,10.5,7.94,0,9,0
2024-06-22T22:30:00Z,ARUQ11,Cedar Waxwing,1,10.5,7.94,0,9,0
2024-06-22T22:30:00Z,ARUQ11,Snow Bunting,2,10.5,7.94,0,9,0
2024-06-22T22:30:00Z,ARUQ11,Green-winged Teal,5,10.5,7.94,0,9,0
2024-06-22T23:00:00Z,ARUQ11,Common Redpoll,3,13,8,0,9,0
2024-06-22T23:00:00Z,ARUQ11,Greater White-fronted Goose,1,13,8,0,9,0
2024-06-22T23:00:00Z,ARUQ11,Semipalmated Sandpiper,1,13,8,0,9,0
2024-06-22T23:00:00Z,ARUQ11,Savannah Sparrow,1,13,8,0,9,0
2024-06-22T23:00:00Z,ARUQ11,Snow Bunting,3,13,8,0,9,0
2024-06-22T23:30:00Z,ARUQ11,Semipalmated Sandpiper,1,14,8.5,0,9,0
2024-06-22T23:30:00Z,ARUQ11,Ruddy Turnstone,3,14,8.5,0,9,0
2024-06-23T00:00:00Z,ARUQ11,Semipalmated Sandpiper,62,15,8.25,0,9,0
2024-06-23T00:00:00Z,ARUQ11,Sandhill Crane,2,15,8.25,0,9,0
2024-06-23T00:30:00Z,ARUQ11,Semipalmated Sandpiper,9,15,7.5,0,9,0
2024-06-23T01:00:00Z,ARUQ11,Semipalmated Sandpiper,6,15,6.88,0,9,0
2024-06-23T02:00:00Z,ARUQ11,Common Eider,9,15,6.1899999999999995,0,9,0
2024-06-23T02:00:00Z,ARUQ11,Semipalmated Sandpiper,1,15,6.1899999999999995,0,9,0
2024-06-23T03:30:00Z,ARUQ11,Semipalmated Sandpiper,2,16.5,3.88,0,9,0
2024-06-23T03:30:00Z,ARUQ11,Snow Bunting,1,16.5,3.88,0,9,0
2024-06-23T04:00:00Z,ARUQ11,Snow Bunting,16,14,3,0,9,0
2024-06-23T04:30:00Z,ARUQ11,Snow Bunting,4,14.5,5,0,9,0
2024-06-23T04:30:00Z,ARUQ11,Common Eider,1,14.5,5,0,9,0
2024-06-23T04:30:00Z,ARUQ11,Semipalmated Plover,2,14.5,5,0,9,0
2024-06-23T05:00:00Z,ARUQ11,Snow Bunting,6,15,4.88,0,9,0
2024-06-23T05:00:00Z,ARUQ11,Semipalmated Sandpiper,9,15,4.88,0,9,0
2024-06-23T05:30:00Z,ARUQ11,Savannah Sparrow,6,15,2.25,0,9,0
2024-06-23T05:30:00Z,ARUQ11,Snow Bunting,7,15,2.25,0,9,0
2024-06-23T05:30:00Z,ARUQ11,Semipalmated Sandpiper,4,15,2.25,0,9,0
2024-06-23T06:00:00Z,ARUQ11,Snow Bunting,8,15,1.75,0,9,0
2024-06-23T06:00:00Z,ARUQ11,Semipalmated Sandpiper,11,15,1.75,0,9,0
2024-06-23T06:30:00Z,ARUQ11,Snow Bunting,7,16.5,1.56,0,9,0
2024-06-23T06:30:00Z,ARUQ11,Semipalmated Sandpiper,1,16.5,1.56,0,9,0
2024-06-23T06:30:00Z,ARUQ11,Semipalmated Plover,1,16.5,1.56,0,9,0
2024-06-23T06:30:00Z,ARUQ11,Common Redpoll,22,16.5,1.56,0,9,0
2024-06-23T07:00:00Z,ARUQ11,Common Redpoll,7,18,1.38,0,9,0
2024-06-23T07:00:00Z,ARUQ11,Hoary Redpoll,1,18,1.38,0,9,0
2024-06-23T07:00:00Z,ARUQ11,Semipalmated Sandpiper,1,18,1.38,0,9,0
2024-06-23T07:00:00Z,ARUQ11,Snow Bunting,8,18,1.38,0,9,0
2024-06-23T07:00:00Z,ARUQ11,Semipalmated Plover,19,18,1.38,0,9,0
2024-06-23T07:00:00Z,ARUQ11,Greater White-fronted Goose,3,18,1.38,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Common Redpoll,14,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Snow Bunting,9,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Lapland Longspur,1,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,American Pipit,1,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Fox Sparrow,1,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Savannah Sparrow,1,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Hoary Redpoll,1,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Semipalmated Sandpiper,1,21,1,0,9,0
2024-06-23T07:30:00Z,ARUQ11,Semipalmated Plover,1,21,1,0,9,0
2024-06-23T08:00:00Z,ARUQ11,Lapland Longspur,3,24,0.81,0,9,0
2024-06-23T08:00:00Z,ARUQ11,Common Redpoll,6,24,0.81,0,9,0
2024-06-23T08:00:00Z,ARUQ11,Snow Bunting,1,24,0.81,0,9,0
2024-06-23T08:00:00Z,ARUQ11,Semipalmated Plover,1,24,0.81,0,9,0
2024-06-23T08:00:00Z,ARUQ11,Semipalmated Sandpiper,39,24,0.81,0,9,0
2024-06-23T08:30:00Z,ARUQ11,Lapland Longspur,6,23,0.62,0,9,0
2024-06-23T08:30:00Z,ARUQ11,Snow Bunting,7,23,0.62,0,9,0
2024-06-23T08:30:00Z,ARUQ11,Semipalmated Plover,3,23,0.62,0,9,0
2024-06-23T08:30:00Z,ARUQ11,Sandhill Crane,9,23,0.62,0,9,0
2024-06-23T09:00:00Z,ARUQ11,Lapland Longspur,3,22,0.62,0,9,0
2024-06-23T09:00:00Z,ARUQ11,Snow Bunting,6,22,0.62,0,9,0
2024-06-23T09:00:00Z,ARUQ11,Savannah Sparrow,1,22,0.62,0,9,0
2024-06-23T09:30:00Z,ARUQ11,Semipalmated Plover,16,20.5,0.62,0,9,0
2024-06-23T09:30:00Z,ARUQ11,Common Eider,16,20.5,0.62,0,9,0
2024-06-23T09:30:00Z,ARUQ11,Snow Bunting,1,20.5,0.62,0,9,0
2024-06-23T09:30:00Z,ARUQ11,Semipalmated Sandpiper,26,20.5,0.62,0,9,0
2024-06-23T09:30:00Z,ARUQ11,Dunlin,1,20.5,0.62,0,9,0
2024-06-23T10:00:00Z,ARUQ11,Semipalmated Sandpiper,10,19,0.62,0,9,0
2024-06-23T10:00:00Z,ARUQ11,Common Redpoll,2,19,0.62,0,9,0
2024-06-23T10:00:00Z,ARUQ11,Lapland Longspur,1,19,0.62,0,9,0
2024-06-23T10:00:00Z,ARUQ11,Snow Bunting,15,19,0.62,0,9,0
2024-06-23T10:00:00Z,ARUQ11,Semipalmated Plover,2,19,0.62,0,9,0
2024-06-23T10:30:00Z,ARUQ11,Snow Bunting,1,20,0.62,0,9,0
2024-06-23T10:30:00Z,ARUQ11,Semipalmated Sandpiper,2,20,0.62,0,9,0
2024-06-23T10:30:00Z,ARUQ11,Common Goldeneye,1,20,0.62,0,9,0
2024-06-23T10:30:00Z,ARUQ11,Common Redpoll,3,20,0.62,0,9,0
2024-06-23T10:30:00Z,ARUQ11,Lapland Longspur,1,20,0.62,0,9,0
2024-06-23T11:00:00Z,ARUQ11,Snow Bunting,15,21,0.75,0,9,0
2024-06-23T11:00:00Z,ARUQ11,Fox Sparrow,2,21,0.75,0,9,0
2024-06-23T11:00:00Z,ARUQ11,Savannah Sparrow,13,21,0.75,0,9,0
2024-06-23T11:00:00Z,ARUQ11,Common Goldeneye,1,21,0.75,0,9,0
2024-06-23T11:30:00Z,ARUQ11,Lapland Longspur,2,20,1.38,0,9,0
2024-06-23T11:30:00Z,ARUQ11,Semipalmated Sandpiper,21,20,1.38,0,9,0
2024-06-23T11:30:00Z,ARUQ11,Snow Bunting,10,20,1.38,0,9,0
