time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,tomst_num,snow_prob
2024-06-21T23:30:00Z,ARUQ8,Sandhill Crane,95,3.5,15.25,7,0
2024-06-21T23:30:00Z,ARUQ8,Lapland Longspur,6,3.5,15.25,7,0
2024-06-21T23:30:00Z,ARUQ8,Greater White-fronted Goose,7,3.5,15.25,7,0
2024-06-21T23:30:00Z,ARUQ8,Cackling Goose,3,3.5,15.25,7,0
2024-06-22T00:00:00Z,ARUQ8,Greater White-fronted Goose,2,3,14.5,7,0
2024-06-22T00:00:00Z,ARUQ8,Lapland Longspur,17,3,14.5,7,0
2024-06-22T00:30:00Z,ARUQ8,Lapland Longspur,1,11.5,11.5,7,0
2024-06-22T01:00:00Z,ARUQ8,Sandhill Crane,1,20,13.62,7,0
2024-06-22T02:00:00Z,ARUQ8,Greater White-fronted Goose,2,21,10.44,7,0
2024-06-22T02:00:00Z,ARUQ8,Sandhill Crane,2,21,10.44,7,0
2024-06-22T03:00:00Z,ARUQ8,White-crowned Sparrow,5,25,7.38,7,0
2024-06-22T03:00:00Z,ARUQ8,Greater White-fronted Goose,1,25,7.38,7,0
2024-06-22T04:00:00Z,ARUQ8,Lapland Longspur,32,23,5.81,7,0
2024-06-22T04:00:00Z,ARUQ8,Common Redpoll,1,23,5.81,7,0
2024-06-22T04:30:00Z,ARUQ8,Lapland Longspur,7,21,3.75,7,0
2024-06-22T04:30:00Z,ARUQ8,Greater White-fronted Goose,3,21,3.75,7,0
2024-06-22T05:00:00Z,ARUQ8,American Pipit,1,19,2.75,7,0
2024-06-22T05:00:00Z,ARUQ8,Lapland Longspur,11,19,2.75,7,0
2024-06-22T05:00:00Z,ARUQ8,Greater White-fronted Goose,2,19,2.75,7,0
2024-06-22T05:00:00Z,ARUQ8,Merlin,1,19,2.75,7,0
2024-06-22T05:30:00Z,ARUQ8,Lapland Longspur,20,15,2.62,7,0
2024-06-22T05:30:00Z,ARUQ8,Horned Lark,4,15,2.62,7,0
2024-06-22T06:00:00Z,ARUQ8,Lapland Longspur,19,11,2,7,0
2024-06-22T06:00:00Z,ARUQ8,Common Redpoll,6,11,2,7,0
2024-06-22T06:00:00Z,ARUQ8,American Pipit,17,11,2,7,0
2024-06-22T06:30:00Z,ARUQ8,American Pipit,1,8.5,2.19,7,0
2024-06-22T06:30:00Z,ARUQ8,Lapland Longspur,9,8.5,2.19,7,0
2024-06-22T06:30:00Z,ARUQ8,Greater White-fronted Goose,15,8.5,2.19,7,0
2024-06-22T07:00:00Z,ARUQ8,Lapland Longspur,5,6,3.5,7,0
2024-06-22T07:00:00Z,ARUQ8,American Pipit,2,6,3.5,7,0
2024-06-22T07:30:00Z,ARUQ8,Greater White-fronted Goose,6,10,0,7,0
2024-06-22T07:30:00Z,ARUQ8,Rusty Blackbird,1,10,0,7,0
2024-06-22T07:30:00Z,ARUQ8,Lapland Longspur,10,10,0,7,0
2024-06-22T07:30:00Z,ARUQ8,White-winged Crossbill,1,10,0,7,0
2024-06-22T07:30:00Z,ARUQ8,Common Redpoll,1,10,0,7,0
2024-06-22T08:00:00Z,ARUQ8,Lapland Longspur,1,14,-0.38,7,0
2024-06-22T08:00:00Z,ARUQ8,American Pipit,1,14,-0.38,7,0
2024-06-22T08:00:00Z,ARUQ8,Greater White-fronted Goose,1,14,-0.38,7,0
2024-06-22T08:00:00Z,ARUQ8,Sandhill Crane,1,14,-0.38,7,0
2024-06-22T08:00:00Z,ARUQ8,Horned Lark,5,14,-0.38,7,0
2024-06-22T08:30:00Z,ARUQ8,Lapland Longspur,7,10,-1.12,7,0
2024-06-22T08:30:00Z,ARUQ8,Common Redpoll,4,10,-1.12,7,0
2024-06-22T08:30:00Z,ARUQ8,White-crowned Sparrow,7,10,-1.12,7,0
2024-06-22T08:30:00Z,ARUQ8,Baird's Sandpiper,1,10,-1.12,7,0
2024-06-22T08:30:00Z,ARUQ8,Horned Lark,6,10,-1.12,7,0
2024-06-22T08:30:00Z,ARUQ8,Greater White-fronted Goose,1,10,-1.12,7,0
2024-06-22T08:30:00Z,ARUQ8,Yellow-bellied Flycatcher,1,10,-1.12,7,0
2024-06-22T09:00:00Z,ARUQ8,Lapland Longspur,3,6,-1.5,7,0
2024-06-22T09:00:00Z,ARUQ8,Baird's Sandpiper,1,6,-1.5,7,0
2024-06-22T09:00:00Z,ARUQ8,White-winged Crossbill,1,6,-1.5,7,0
2024-06-22T09:00:00Z,ARUQ8,Hoary Redpoll,2,6,-1.5,7,0
2024-06-22T09:00:00Z,ARUQ8,Common Redpoll,1,6,-1.5,7,0
2024-06-22T09:30:00Z,ARUQ8,Common Redpoll,8,9,-2.12,7,0
2024-06-22T09:30:00Z,ARUQ8,Horned Lark,5,9,-2.12,7,0
2024-06-22T09:30:00Z,ARUQ8,Lapland Longspur,1,9,-2.12,7,0
2024-06-22T09:30:00Z,ARUQ8,American Pipit,1,9,-2.12,7,0
2024-06-22T10:00:00Z,ARUQ8,Lapland Longspur,4,12,-2.12,7,0
2024-06-22T10:00:00Z,ARUQ8,Sora,1,12,-2.12,7,0
2024-06-22T10:00:00Z,ARUQ8,American Pipit,2,12,-2.12,7,0
2024-06-22T10:00:00Z,ARUQ8,Common Redpoll,1,12,-2.12,7,0
2024-06-22T10:00:00Z,ARUQ8,Horned Lark,1,12,-2.12,7,0
2024-06-22T10:30:00Z,ARUQ8,Red-necked Phalarope,1,8,-2.56,7,0
2024-06-22T10:30:00Z,ARUQ8,American Pipit,4,8,-2.56,7,0
2024-06-22T11:00:00Z,ARUQ8,Lapland Longspur,4,4,-2.69,7,0
2024-06-22T11:00:00Z,ARUQ8,Long-tailed Jaeger,1,4,-2.69,7,0
2024-06-22T11:00:00Z,ARUQ8,American Pipit,1,4,-2.69,7,0
2024-06-22T11:30:00Z,ARUQ8,Horned Lark,3,5,-2.12,7,0
2024-06-22T11:30:00Z,ARUQ8,American Pipit,1,5,-2.12,7,0
2024-06-22T11:30:00Z,ARUQ8,Lapland Longspur,1,5,-2.12,7,0
2024-06-22T12:30:00Z,ARUQ8,Baird's Sandpiper,2,5.5,-1.25,7,0
2024-06-22T12:30:00Z,ARUQ8,Dunlin,1,5.5,-1.25,7,0
2024-06-22T12:30:00Z,ARUQ8,American Pipit,1,5.5,-1.25,7,0
2024-06-22T13:30:00Z,ARUQ8,American Pipit,1,2.5,-0.94,7,0
2024-06-22T13:30:00Z,ARUQ8,Hoary Redpoll,4,2.5,-0.94,7,0
2024-06-22T13:30:00Z,ARUQ8,Common Redpoll,1,2.5,-0.94,7,0
2024-06-22T13:30:00Z,ARUQ8,Lapland Longspur,5,2.5,-0.94,7,0
2024-06-22T14:00:00Z,ARUQ8,American Pipit,6,0,-0.25,7,0
2024-06-22T14:00:00Z,ARUQ8,Lapland Longspur,4,0,-0.25,7,0
2024-06-22T14:30:00Z,ARUQ8,Hoary Redpoll,1,2,0.25,7,0
2024-06-22T14:30:00Z,ARUQ8,American Pipit,1,2,0.25,7,0
2024-06-22T14:30:00Z,ARUQ8,Lapland Longspur,2,2,0.25,7,0
2024-06-22T15:00:00Z,ARUQ8,Lapland Longspur,4,4,1.12,7,0
2024-06-22T15:00:00Z,ARUQ8,Least Sandpiper,1,4,1.12,7,0
2024-06-22T15:30:00Z,ARUQ8,Lapland Longspur,5,2,1.31,7,0
2024-06-22T15:30:00Z,ARUQ8,American Pipit,2,2,1.31,7,0
2024-06-22T16:00:00Z,ARUQ8,American Pipit,10,0,2.88,7,0
2024-06-22T16:30:00Z,ARUQ8,American Pipit,8,3.5,3.5,7,0
2024-06-22T17:00:00Z,ARUQ8,Horned Lark,1,7,5.6899999999999995,7,0
2024-06-22T17:30:00Z,ARUQ8,Hoary Redpoll,1,8.5,6.38,7,0
2024-06-22T17:30:00Z,ARUQ8,American Pipit,8,8.5,6.38,7,0
2024-06-22T17:30:00Z,ARUQ8,Horned Lark,1,8.5,6.38,7,0
2024-06-22T18:00:00Z,ARUQ8,American Pipit,8,10,7.119999999999999,7,0
2024-06-22T18:00:00Z,ARUQ8,Canvasback,2,10,7.119999999999999,7,0
2024-06-22T18:30:00Z,ARUQ8,American Pipit,5,10,8.5,7,0
2024-06-22T18:30:00Z,ARUQ8,Canvasback,1,10,8.5,7,0
2024-06-22T19:00:00Z,ARUQ8,American Pipit,6,10,7.88,7,0
2024-06-22T19:00:00Z,ARUQ8,Canvasback,1,10,7.88,7,0
2024-06-22T19:30:00Z,ARUQ8,Common Merganser,1,9.5,10.38,7,0
2024-06-22T19:30:00Z,ARUQ8,American Pipit,2,9.5,10.38,7,0
2024-06-22T20:00:00Z,ARUQ8,Lapland Longspur,1,9,10.19,7,0
2024-06-22T20:00:00Z,ARUQ8,American Pipit,1,9,10.19,7,0
