time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,tomst_num,snow_prob
2024-06-22T22:30:00Z,ARUQ10,American Pipit,1,10.5,8.81,33,0
2024-06-22T23:00:00Z,ARUQ10,Greater White-fronted Goose,40,13,7.88,33,0
2024-06-22T23:00:00Z,ARUQ10,Black-bellied Plover,1,13,7.88,33,0
2024-06-22T23:00:00Z,ARUQ10,Lapland Longspur,1,13,7.88,33,0
2024-06-22T23:30:00Z,ARUQ10,Rock Ptarmigan,2,14,7.119999999999999,33,0
2024-06-22T23:30:00Z,ARUQ10,Lapland Longspur,17,14,7.119999999999999,33,0
2024-06-23T00:00:00Z,ARUQ10,Rock Ptarmigan,7,15,6.619999999999999,33,0
2024-06-23T00:00:00Z,ARUQ10,Green-winged Teal,1,15,6.619999999999999,33,0
2024-06-23T03:00:00Z,ARUQ10,Rock Ptarmigan,2,19,5,33,0
2024-06-23T04:00:00Z,ARUQ10,Savannah Sparrow,5,14,3.25,33,0
2024-06-23T04:00:00Z,ARUQ10,Green-winged Teal,3,14,3.25,33,0
2024-06-23T04:00:00Z,ARUQ10,Common Redpoll,5,14,3.25,33,0
2024-06-23T04:30:00Z,ARUQ10,Savannah Sparrow,52,14.5,4.1899999999999995,33,0
2024-06-23T05:00:00Z,ARUQ10,Savannah Sparrow,9,15,2.75,33,0
2024-06-23T05:00:00Z,ARUQ10,American Pipit,1,15,2.75,33,0
2024-06-23T05:00:00Z,ARUQ10,Lapland Longspur,2,15,2.75,33,0
2024-06-23T05:00:00Z,ARUQ10,Common Redpoll,2,15,2.75,33,0
2024-06-23T05:00:00Z,ARUQ10,Green-winged Teal,3,15,2.75,33,0
2024-06-23T05:30:00Z,ARUQ10,Savannah Sparrow,12,15,1.5,33,0
2024-06-23T05:30:00Z,ARUQ10,Lapland Longspur,1,15,1.5,33,0
2024-06-23T05:30:00Z,ARUQ10,Baird's Sandpiper,1,15,1.5,33,0
2024-06-23T05:30:00Z,ARUQ10,Common Nighthawk,1,15,1.5,33,0
2024-06-23T06:00:00Z,ARUQ10,Common Redpoll,1,15,1.44,33,0
2024-06-23T06:00:00Z,ARUQ10,Lapland Longspur,1,15,1.44,33,0
2024-06-23T06:00:00Z,ARUQ10,American Pipit,1,15,1.44,33,0
2024-06-23T06:30:00Z,ARUQ10,Lapland Longspur,12,16.5,1.31,33,0
2024-06-23T06:30:00Z,ARUQ10,Common Redpoll,1,16.5,1.31,33,0
2024-06-23T07:00:00Z,ARUQ10,Savannah Sparrow,6,18,0.75,33,0
2024-06-23T07:00:00Z,ARUQ10,Lapland Longspur,6,18,0.75,33,0
2024-06-23T07:00:00Z,ARUQ10,Smith's Longspur,6,18,0.75,33,0
2024-06-23T07:00:00Z,ARUQ10,Common Redpoll,5,18,0.75,33,0
2024-06-23T07:00:00Z,ARUQ10,American Pipit,6,18,0.75,33,0
2024-06-23T07:00:00Z,ARUQ10,Eastern Yellow Wagtail,1,18,0.75,33,0
2024-06-23T07:30:00Z,ARUQ10,Lapland Longspur,6,21,0.5,33,0
2024-06-23T07:30:00Z,ARUQ10,American Pipit,2,21,0.5,33,0
2024-06-23T07:30:00Z,ARUQ10,Horned Lark,1,21,0.5,33,0
2024-06-23T07:30:00Z,ARUQ10,Savannah Sparrow,4,21,0.5,33,0
2024-06-23T07:30:00Z,ARUQ10,Common Redpoll,2,21,0.5,33,0
2024-06-23T08:00:00Z,ARUQ10,American Pipit,4,24,0.06,33,0
2024-06-23T08:00:00Z,ARUQ10,Lapland Longspur,13,24,0.06,33,0
2024-06-23T08:00:00Z,ARUQ10,Common Redpoll,5,24,0.06,33,0
