time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,tomst_num,snow_prob
2024-06-22T21:00:00Z,ARUQ3,Lapland Longspur,4,9,11.25,29,0
2024-06-22T21:30:00Z,ARUQ3,Lapland Longspur,9,8.5,12.44,29,0
2024-06-22T22:00:00Z,ARUQ3,American Pipit,1,8,13.25,29,0
2024-06-22T23:00:00Z,ARUQ3,Greater White-fronted Goose,2,13,13.25,29,0
2024-06-23T00:00:00Z,ARUQ3,Sandhill Crane,1,15,12.75,29,0
2024-06-23T01:00:00Z,ARUQ3,Greater White-fronted Goose,2,15,11.25,29,0
2024-06-23T06:30:00Z,ARUQ3,Common Redpoll,2,16.5,1.88,29,0
2024-06-23T07:00:00Z,ARUQ3,Lapland Longspur,2,18,1.38,29,0
2024-06-23T07:00:00Z,ARUQ3,Greater White-fronted Goose,4,18,1.38,29,0
2024-06-23T07:00:00Z,ARUQ3,Horned Lark,2,18,1.38,29,0
2024-06-23T07:00:00Z,ARUQ3,Snow Bunting,1,18,1.38,29,0
2024-06-23T07:30:00Z,ARUQ3,Horned Lark,1,21,1,29,0
2024-06-23T07:30:00Z,ARUQ3,Common Redpoll,2,21,1,29,0
2024-06-23T07:30:00Z,ARUQ3,Smith's Longspur,1,21,1,29,0
2024-06-23T08:00:00Z,ARUQ3,Lapland Longspur,103,24,0.62,29,0
2024-06-23T08:30:00Z,ARUQ3,Lapland Longspur,32,23,0.5,29,0
2024-06-23T08:30:00Z,ARUQ3,American Pipit,1,23,0.5,29,0
2024-06-23T09:00:00Z,ARUQ3,Lapland Longspur,1,22,0.44,29,0
2024-06-23T09:30:00Z,ARUQ3,Lapland Longspur,3,20.5,0.5,29,0
2024-06-23T09:30:00Z,ARUQ3,American Pipit,2,20.5,0.5,29,0
2024-06-23T10:30:00Z,ARUQ3,Lapland Longspur,1,20,0.38,29,0
2024-06-23T10:30:00Z,ARUQ3,Common Redpoll,8,20,0.38,29,0
2024-06-23T10:30:00Z,ARUQ3,American Pipit,1,20,0.38,29,0
2024-06-23T10:30:00Z,ARUQ3,Cackling Goose,2,20,0.38,29,0
2024-06-23T11:00:00Z,ARUQ3,Greater White-fronted Goose,1,21,0.5,29,0
2024-06-23T11:00:00Z,ARUQ3,Cackling Goose,1,21,0.5,29,0
2024-06-23T12:00:00Z,ARUQ3,Cackling Goose,1,19,1.12,29,0
2024-06-23T12:00:00Z,ARUQ3,Horned Lark,1,19,1.12,29,0
2024-06-23T12:30:00Z,ARUQ3,Lapland Longspur,1,20,1.6900000000000002,29,0
2024-06-23T12:30:00Z,ARUQ3,American Pipit,5,20,1.6900000000000002,29,0
2024-06-23T13:00:00Z,ARUQ3,Lapland Longspur,1,21,2.5,29,0
2024-06-23T13:00:00Z,ARUQ3,American Pipit,5,21,2.5,29,0
2024-06-23T13:30:00Z,ARUQ3,American Pipit,1,18.5,2.69,29,0
2024-06-23T14:00:00Z,ARUQ3,American Pipit,2,16,5.119999999999999,29,0
2024-06-23T14:30:00Z,ARUQ3,Lapland Longspur,1,18,6.38,29,0
2024-06-23T14:30:00Z,ARUQ3,American Pipit,1,18,6.38,29,0
2024-06-23T15:00:00Z,ARUQ3,Horned Lark,4,20,7.25,29,0
2024-06-23T15:00:00Z,ARUQ3,American Pipit,1,20,7.25,29,0
2024-06-23T15:30:00Z,ARUQ3,Greater White-fronted Goose,1,21.5,6.6899999999999995,29,0
2024-06-23T15:30:00Z,ARUQ3,Lapland Longspur,2,21.5,6.6899999999999995,29,0
2024-06-23T15:30:00Z,ARUQ3,American Pipit,1,21.5,6.6899999999999995,29,0
