time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,snow_prob.x,tomst_num,snow_prob.y
2024-06-23T22:30:00Z,ARUQ5,Common Redpoll,7,16,15.12,0,39,0
2024-06-23T23:00:00Z,ARUQ5,Common Nighthawk,1,8,17.25,0,39,0
2024-06-23T23:30:00Z,ARUQ5,Common Redpoll,1,7,15.94,0,39,0
2024-06-23T23:30:00Z,ARUQ5,Sandhill Crane,1,7,15.94,0,39,0
2024-06-23T23:30:00Z,ARUQ5,Tundra Swan,1,7,15.94,0,39,0
2024-06-24T00:00:00Z,ARUQ5,Red-throated Loon,5,6,18.69,0,39,0
2024-06-24T01:00:00Z,ARUQ5,Townsend's Solitaire,1,22,13.88,0,39,0
2024-06-24T01:30:00Z,ARUQ5,Greater White-fronted Goose,1,20.5,12.38,0,39,0
2024-06-24T02:00:00Z,ARUQ5,Common Eider,1,19,13.94,0,39,0
2024-06-24T02:00:00Z,ARUQ5,Least Sandpiper,1,19,13.94,0,39,0
2024-06-24T02:00:00Z,ARUQ5,Common Redpoll,8,19,13.94,0,39,0
2024-06-24T02:00:00Z,ARUQ5,White-crowned Sparrow,2,19,13.94,0,39,0
2024-06-24T02:30:00Z,ARUQ5,Greater White-fronted Goose,2,16.5,8.88,0,39,0
2024-06-24T02:30:00Z,ARUQ5,White-crowned Sparrow,26,16.5,8.88,0,39,0
2024-06-24T02:30:00Z,ARUQ5,Green-winged Teal,9,16.5,8.88,0,39,0
2024-06-24T03:00:00Z,ARUQ5,Tundra Swan,1,14,7.75,0,39,0
2024-06-24T03:00:00Z,ARUQ5,Common Redpoll,7,14,7.75,0,39,0
2024-06-24T03:30:00Z,ARUQ5,Green-winged Teal,17,13.5,7.88,0,39,0
2024-06-24T04:30:00Z,ARUQ5,Savannah Sparrow,24,9,9.81,0,39,0
2024-06-24T04:30:00Z,ARUQ5,Common Redpoll,1,9,9.81,0,39,0
2024-06-24T04:30:00Z,ARUQ5,White-crowned Sparrow,1,9,9.81,0,39,0
2024-06-24T05:00:00Z,ARUQ5,Savannah Sparrow,3,5,6,0,39,0
2024-06-24T05:00:00Z,ARUQ5,Killdeer,1,5,6,0,39,0
2024-06-24T05:00:00Z,ARUQ5,White-crowned Sparrow,4,5,6,0,39,0
2024-06-24T05:30:00Z,ARUQ5,Lapland Longspur,1,5,3.62,0,39,0
2024-06-24T05:30:00Z,ARUQ5,Savannah Sparrow,7,5,3.62,0,39,0
2024-06-24T05:30:00Z,ARUQ5,Green-winged Teal,9,5,3.62,0,39,0
2024-06-24T05:30:00Z,ARUQ5,Common Redpoll,1,5,3.62,0,39,0
2024-06-24T06:00:00Z,ARUQ5,Savannah Sparrow,3,5,2.94,0,39,0
2024-06-24T06:00:00Z,ARUQ5,Lapland Longspur,3,5,2.94,0,39,0
2024-06-24T06:00:00Z,ARUQ5,Common Redpoll,1,5,2.94,0,39,0
2024-06-24T06:00:00Z,ARUQ5,Greater White-fronted Goose,9,5,2.94,0,39,0
2024-06-24T06:00:00Z,ARUQ5,Bluethroat,1,5,2.94,0,39,0
2024-06-24T06:00:00Z,ARUQ5,White-crowned Sparrow,16,5,2.94,0,39,0
2024-06-24T06:30:00Z,ARUQ5,Greater White-fronted Goose,21,2.5,2.94,0,39,0
2024-06-24T06:30:00Z,ARUQ5,Red-throated Loon,1,2.5,2.94,0,39,0
2024-06-24T06:30:00Z,ARUQ5,Savannah Sparrow,4,2.5,2.94,0,39,0
2024-06-24T07:00:00Z,ARUQ5,Lapland Longspur,2,0,4.619999999999999,0,39,0
2024-06-24T07:00:00Z,ARUQ5,Common Eider,1,0,4.619999999999999,0,39,0
2024-06-24T07:00:00Z,ARUQ5,Savannah Sparrow,1,0,4.619999999999999,0,39,0
2024-06-24T07:00:00Z,ARUQ5,Snow Goose,3,0,4.619999999999999,0,39,0
2024-06-24T07:30:00Z,ARUQ5,Common Redpoll,19,4,3.62,0,39,0
2024-06-24T08:00:00Z,ARUQ5,Lapland Longspur,2,8,4.38,0,39,0
2024-06-24T08:00:00Z,ARUQ5,American Pipit,1,8,4.38,0,39,0
2024-06-24T08:00:00Z,ARUQ5,Smith's Longspur,1,8,4.38,0,39,0
2024-06-24T08:00:00Z,ARUQ5,Savannah Sparrow,5,8,4.38,0,39,0
2024-06-24T08:00:00Z,ARUQ5,Greater White-fronted Goose,15,8,4.38,0,39,0
2024-06-24T08:30:00Z,ARUQ5,American Pipit,1,8.5,3,0,39,0
2024-06-24T08:30:00Z,ARUQ5,Horned Lark,1,8.5,3,0,39,0
2024-06-24T09:00:00Z,ARUQ5,Savannah Sparrow,11,9,3.38,0,39,0
2024-06-24T09:30:00Z,ARUQ5,American Pipit,1,7,3.25,0,39,0
2024-06-24T09:30:00Z,ARUQ5,Lapland Longspur,22,7,3.25,0,39,0
2024-06-24T09:30:00Z,ARUQ5,Common Redpoll,4,7,3.25,0,39,0
2024-06-24T10:00:00Z,ARUQ5,Savannah Sparrow,27,5,3.3099999999999996,0,39,0
2024-06-24T11:30:00Z,ARUQ5,Greater White-fronted Goose,5,4,3.25,0,39,0
2024-06-24T11:30:00Z,ARUQ5,Savannah Sparrow,27,4,3.25,0,39,0
2024-06-24T11:30:00Z,ARUQ5,American Pipit,1,4,3.25,0,39,0
2024-06-24T12:00:00Z,ARUQ5,Savannah Sparrow,17,3,4.119999999999999,0,39,0
2024-06-24T12:00:00Z,ARUQ5,Snow Bunting,1,3,4.119999999999999,0,39,0
2024-06-24T12:00:00Z,ARUQ5,Lapland Longspur,3,3,4.119999999999999,0,39,0
2024-06-24T12:30:00Z,ARUQ5,Common Redpoll,3,1.5,2.62,0,39,0
2024-06-24T12:30:00Z,ARUQ5,Cackling Goose,22,1.5,2.62,0,39,0
2024-06-24T12:30:00Z,ARUQ5,Hoary Redpoll,1,1.5,2.62,0,39,0
2024-06-24T13:00:00Z,ARUQ5,Lapland Longspur,3,0,5.06,0,39,0
2024-06-24T13:00:00Z,ARUQ5,Common Redpoll,7,0,5.06,0,39,0
2024-06-24T13:00:00Z,ARUQ5,Savannah Sparrow,1,0,5.06,0,39,0
2024-06-24T13:00:00Z,ARUQ5,White-winged Crossbill,1,0,5.06,0,39,0
2024-06-24T13:00:00Z,ARUQ5,American Pipit,1,0,5.06,0,39,0
2024-06-24T13:30:00Z,ARUQ5,Lapland Longspur,33,2,5.88,0,39,0
2024-06-24T14:00:00Z,ARUQ5,Lapland Longspur,3,4,6.119999999999999,0,39,0
2024-06-24T14:30:00Z,ARUQ5,Semipalmated Plover,1,3.5,9.75,0,39,0
2024-06-24T14:30:00Z,ARUQ5,Green-winged Teal,1,3.5,9.75,0,39,0
2024-06-24T14:30:00Z,ARUQ5,Savannah Sparrow,22,3.5,9.75,0,39,0
2024-06-24T15:00:00Z,ARUQ5,Hoary Redpoll,5,3,7.619999999999999,0,39,0
2024-06-24T15:00:00Z,ARUQ5,Savannah Sparrow,2,3,7.619999999999999,0,39,0
2024-06-24T15:00:00Z,ARUQ5,Lapland Longspur,2,3,7.619999999999999,0,39,0
2024-06-24T15:30:00Z,ARUQ5,Lapland Longspur,2,10.5,6.119999999999999,0,39,0
2024-06-24T15:30:00Z,ARUQ5,American Pipit,1,10.5,6.119999999999999,0,39,0
2024-06-24T16:30:00Z,ARUQ5,American Pipit,2,16.5,6.619999999999999,0,39,0
2024-06-24T18:00:00Z,ARUQ5,Savannah Sparrow,2,15,8.56,0,39,0
2024-06-24T18:00:00Z,ARUQ5,Common Redpoll,3,15,8.56,0,39,0
2024-06-24T18:30:00Z,ARUQ5,Savannah Sparrow,29,11,6.619999999999999,0,39,0
2024-06-24T18:30:00Z,ARUQ5,Lapland Longspur,3,11,6.619999999999999,0,39,0
2024-06-24T18:30:00Z,ARUQ5,Townsend's Solitaire,1,11,6.619999999999999,0,39,0
2024-06-24T18:30:00Z,ARUQ5,Nelson's Sparrow,1,11,6.619999999999999,0,39,0
2024-06-24T19:00:00Z,ARUQ5,Lapland Longspur,35,7,8.62,0,39,0
2024-06-24T19:00:00Z,ARUQ5,Savannah Sparrow,2,7,8.62,0,39,0
2024-06-24T19:30:00Z,ARUQ5,American Pipit,1,11,10.62,0,39,0
2024-06-24T19:30:00Z,ARUQ5,Lapland Longspur,6,11,10.62,0,39,0
2024-06-24T19:30:00Z,ARUQ5,Savannah Sparrow,4,11,10.62,0,39,0
2024-06-24T19:30:00Z,ARUQ5,Dunlin,1,11,10.62,0,39,0
2024-06-24T20:00:00Z,ARUQ5,Savannah Sparrow,25,15,10.5,0,39,0
2024-06-24T20:00:00Z,ARUQ5,Nelson's Sparrow,1,15,10.5,0,39,0
2024-06-24T20:30:00Z,ARUQ5,Savannah Sparrow,11,17,10.31,0,39,0
2024-06-24T20:30:00Z,ARUQ5,Northern Pintail,2,17,10.31,0,39,0
2024-06-24T21:00:00Z,ARUQ5,Savannah Sparrow,12,19,8.88,0,39,0
2024-06-24T21:00:00Z,ARUQ5,Greater White-fronted Goose,1,19,8.88,0,39,0
2024-06-24T21:00:00Z,ARUQ5,Lapland Longspur,1,19,8.88,0,39,0
2024-06-24T21:30:00Z,ARUQ5,Savannah Sparrow,2,15,9.62,0,39,0
2024-06-24T21:30:00Z,ARUQ5,American Pipit,1,15,9.62,0,39,0
2024-06-24T21:30:00Z,ARUQ5,Common Redpoll,7,15,9.62,0,39,0
2024-06-24T22:00:00Z,ARUQ5,Savannah Sparrow,1,11,10.25,0,39,0
2024-06-24T22:00:00Z,ARUQ5,Common Redpoll,1,11,10.25,0,39,0
2024-06-24T22:00:00Z,ARUQ5,American Pipit,1,11,10.25,0,39,0
2024-06-24T22:30:00Z,ARUQ5,Savannah Sparrow,3,13.5,8.5,0,39,0
2024-06-25T00:30:00Z,ARUQ5,Red-necked Phalarope,1,15.5,9.5,0,39,0
2024-06-25T01:00:00Z,ARUQ5,Sandhill Crane,8,10,7,0,39,0
2024-06-25T01:30:00Z,ARUQ5,Sandhill Crane,5,12,6.619999999999999,0,39,0
2024-06-25T02:00:00Z,ARUQ5,Townsend's Solitaire,1,14,7.75,0,39,0
2024-06-25T02:00:00Z,ARUQ5,Common Nighthawk,1,14,7.75,0,39,0
2024-06-25T02:30:00Z,ARUQ5,Common Redpoll,8,11,5.5,0,39,0
2024-06-25T03:00:00Z,ARUQ5,Common Nighthawk,1,8,4.619999999999999,0,39,0
2024-06-25T03:30:00Z,ARUQ5,Savannah Sparrow,2,8,5.94,0,39,0
2024-06-25T03:30:00Z,ARUQ5,Tundra Swan,3,8,5.94,0,39,0
2024-06-25T04:00:00Z,ARUQ5,Savannah Sparrow,14,8,5.25,0,39,0
2024-06-25T04:00:00Z,ARUQ5,Snow Bunting,1,8,5.25,0,39,0
2024-06-25T04:00:00Z,ARUQ5,Common Goldeneye,1,8,5.25,0,39,0
2024-06-25T04:00:00Z,ARUQ5,Red-throated Loon,1,8,5.25,0,39,0
2024-06-25T04:30:00Z,ARUQ5,Savannah Sparrow,47,10,4.619999999999999,0,39,0
2024-06-25T04:30:00Z,ARUQ5,Common Nighthawk,1,10,4.619999999999999,0,39,0
2024-06-25T04:30:00Z,ARUQ5,Greater White-fronted Goose,1,10,4.619999999999999,0,39,0
2024-06-25T05:00:00Z,ARUQ5,Red-throated Loon,2,12,5.06,0,39,0
2024-06-25T05:00:00Z,ARUQ5,Savannah Sparrow,8,12,5.06,0,39,0
2024-06-25T05:00:00Z,ARUQ5,Common Redpoll,3,12,5.06,0,39,0
2024-06-25T05:00:00Z,ARUQ5,Sandhill Crane,1,12,5.06,0,39,0
2024-06-25T05:00:00Z,ARUQ5,American Pipit,1,12,5.06,0,39,0
2024-06-25T05:30:00Z,ARUQ5,Lapland Longspur,2,18,3.88,0,39,0
2024-06-25T05:30:00Z,ARUQ5,American Pipit,2,18,3.88,0,39,0
2024-06-25T05:30:00Z,ARUQ5,Savannah Sparrow,3,18,3.88,0,39,0
2024-06-25T05:30:00Z,ARUQ5,Common Redpoll,6,18,3.88,0,39,0
2024-06-25T05:30:00Z,ARUQ5,Snow Bunting,1,18,3.88,0,39,0
2024-06-25T06:00:00Z,ARUQ5,Common Redpoll,5,24,2.88,0,39,0
2024-06-25T06:00:00Z,ARUQ5,Semipalmated Sandpiper,2,24,2.88,0,39,0
