time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,tomst_num,snow_prob
2024-06-27T17:30:00Z,ARUQ0,Savannah Sparrow,2,8,25.5,39,0
2024-06-27T17:30:00Z,ARUQ0,Lapland Longspur,1,8,25.5,39,0
2024-06-27T18:00:00Z,ARUQ0,Savannah Sparrow,33,10,24.25,39,0
2024-06-27T18:00:00Z,ARUQ0,Lapland Longspur,3,10,24.25,39,0
2024-06-27T18:00:00Z,ARUQ0,American Pipit,1,10,24.25,39,0
2024-06-27T18:00:00Z,ARUQ0,Common Redpoll,2,10,24.25,39,0
2024-06-27T18:30:00Z,ARUQ0,Common Redpoll,2,11.5,24.25,39,0
2024-06-27T18:30:00Z,ARUQ0,Savannah Sparrow,78,11.5,24.25,39,0
2024-06-27T18:30:00Z,ARUQ0,Bohemian Waxwing,1,11.5,24.25,39,0
2024-06-27T19:00:00Z,ARUQ0,Savannah Sparrow,55,13,24.12,39,0
2024-06-27T19:00:00Z,ARUQ0,Red-throated Loon,7,13,24.12,39,0
2024-06-27T19:30:00Z,ARUQ0,Savannah Sparrow,61,17.5,25.5,39,0
2024-06-27T19:30:00Z,ARUQ0,Common Redpoll,1,17.5,25.5,39,0
2024-06-27T20:00:00Z,ARUQ0,Savannah Sparrow,61,22,26.06,39,0
2024-06-27T20:00:00Z,ARUQ0,Common Redpoll,2,22,26.06,39,0
2024-06-27T20:30:00Z,ARUQ0,Savannah Sparrow,101,22.5,23.88,39,0
2024-06-27T20:30:00Z,ARUQ0,Common Redpoll,1,22.5,23.88,39,0
2024-06-27T21:00:00Z,ARUQ0,Savannah Sparrow,48,23,25.62,39,0
2024-06-27T21:00:00Z,ARUQ0,Common Redpoll,2,23,25.62,39,0
2024-06-27T21:30:00Z,ARUQ0,White-winged Crossbill,1,22.5,25.19,39,0
2024-06-27T21:30:00Z,ARUQ0,Common Redpoll,5,22.5,25.19,39,0
2024-06-27T21:30:00Z,ARUQ0,Savannah Sparrow,53,22.5,25.19,39,0
2024-06-27T21:30:00Z,ARUQ0,Sandhill Crane,1,22.5,25.19,39,0
2024-06-27T22:00:00Z,ARUQ0,Savannah Sparrow,64,22,25,39,0
2024-06-27T22:00:00Z,ARUQ0,Cackling Goose,15,22,25,39,0
2024-06-27T22:30:00Z,ARUQ0,Cackling Goose,10,21.5,25.38,39,0
2024-06-27T22:30:00Z,ARUQ0,White-winged Crossbill,3,21.5,25.38,39,0
2024-06-27T22:30:00Z,ARUQ0,Common Redpoll,2,21.5,25.38,39,0
2024-06-27T22:30:00Z,ARUQ0,Hoary Redpoll,1,21.5,25.38,39,0
2024-06-27T23:00:00Z,ARUQ0,Common Redpoll,13,21,26.12,39,0
2024-06-27T23:00:00Z,ARUQ0,Hoary Redpoll,2,21,26.12,39,0
2024-06-27T23:30:00Z,ARUQ0,Savannah Sparrow,28,17.5,24.88,39,0
2024-06-27T23:30:00Z,ARUQ0,Townsend's Solitaire,1,17.5,24.88,39,0
2024-06-28T01:00:00Z,ARUQ0,Green-winged Teal,2,20,21.62,39,0
2024-06-28T01:30:00Z,ARUQ0,Canada Goose,2,19,21.94,39,0
2024-06-28T02:30:00Z,ARUQ0,Savannah Sparrow,16,14,20.88,39,0
2024-06-28T03:00:00Z,ARUQ0,Savannah Sparrow,28,10,19.75,39,0
2024-06-28T03:30:00Z,ARUQ0,Common Redpoll,2,8.5,18.19,39,0
2024-06-28T03:30:00Z,ARUQ0,Savannah Sparrow,1,8.5,18.19,39,0
2024-06-28T04:00:00Z,ARUQ0,Savannah Sparrow,13,7,17.939999999999998,39,0
2024-06-28T04:00:00Z,ARUQ0,Common Redpoll,1,7,17.939999999999998,39,0
2024-06-28T04:30:00Z,ARUQ0,Savannah Sparrow,80,7.5,16.75,39,0
2024-06-28T04:30:00Z,ARUQ0,Common Redpoll,3,7.5,16.75,39,0
2024-06-28T05:00:00Z,ARUQ0,Savannah Sparrow,12,8,15.5,39,0
2024-06-28T05:00:00Z,ARUQ0,Nelson's Sparrow,1,8,15.5,39,0
2024-06-28T05:30:00Z,ARUQ0,Savannah Sparrow,8,8,14.12,39,0
2024-06-28T06:00:00Z,ARUQ0,Lapland Longspur,1,8,13.88,39,0
2024-06-28T06:00:00Z,ARUQ0,White-crowned Sparrow,3,8,13.88,39,0
2024-06-28T06:30:00Z,ARUQ0,Savannah Sparrow,41,9.5,13,39,0
2024-06-28T06:30:00Z,ARUQ0,Lapland Longspur,1,9.5,13,39,0
2024-06-28T06:30:00Z,ARUQ0,Common Nighthawk,1,9.5,13,39,0
2024-06-28T07:00:00Z,ARUQ0,Horned Lark,8,11,10.75,39,0
2024-06-28T07:00:00Z,ARUQ0,Savannah Sparrow,26,11,10.75,39,0
2024-06-28T07:30:00Z,ARUQ0,Savannah Sparrow,16,8.5,8.75,39,0
2024-06-28T07:30:00Z,ARUQ0,Common Redpoll,7,8.5,8.75,39,0
2024-06-28T07:30:00Z,ARUQ0,White-winged Crossbill,1,8.5,8.75,39,0
2024-06-28T07:30:00Z,ARUQ0,Northern Harrier,1,8.5,8.75,39,0
2024-06-28T08:00:00Z,ARUQ0,Savannah Sparrow,15,6,6.619999999999999,39,0
2024-06-28T08:30:00Z,ARUQ0,Common Redpoll,4,5,6.75,39,0
2024-06-28T08:30:00Z,ARUQ0,Hoary Redpoll,3,5,6.75,39,0
2024-06-28T08:30:00Z,ARUQ0,Bohemian Waxwing,1,5,6.75,39,0
2024-06-28T08:30:00Z,ARUQ0,Savannah Sparrow,11,5,6.75,39,0
2024-06-28T09:00:00Z,ARUQ0,Common Redpoll,9,4,7.1899999999999995,39,0
2024-06-28T09:30:00Z,ARUQ0,Savannah Sparrow,30,8,7.94,39,0
2024-06-28T09:30:00Z,ARUQ0,Hoary Redpoll,1,8,7.94,39,0
2024-06-28T09:30:00Z,ARUQ0,Townsend's Solitaire,1,8,7.94,39,0
2024-06-28T10:00:00Z,ARUQ0,Common Redpoll,6,12,8.25,39,0
2024-06-28T10:00:00Z,ARUQ0,Red-throated Loon,1,12,8.25,39,0
2024-06-28T10:00:00Z,ARUQ0,Hoary Redpoll,1,12,8.25,39,0
2024-06-28T10:30:00Z,ARUQ0,Savannah Sparrow,59,15,8.25,39,0
2024-06-28T10:30:00Z,ARUQ0,Common Redpoll,2,15,8.25,39,0
2024-06-28T11:00:00Z,ARUQ0,Savannah Sparrow,19,18,9.88,39,0
2024-06-28T11:00:00Z,ARUQ0,Dark-eyed Junco,1,18,9.88,39,0
2024-06-28T11:30:00Z,ARUQ0,Common Redpoll,2,20,11.62,39,0
2024-06-28T11:30:00Z,ARUQ0,Lapland Longspur,2,20,11.62,39,0
2024-06-28T12:00:00Z,ARUQ0,Savannah Sparrow,38,22,14,39,0
2024-06-28T12:00:00Z,ARUQ0,American Pipit,1,22,14,39,0
2024-06-28T12:00:00Z,ARUQ0,Common Redpoll,2,22,14,39,0
2024-06-28T12:30:00Z,ARUQ0,Lapland Longspur,1,20,13.38,39,0
2024-06-28T12:30:00Z,ARUQ0,Smith's Longspur,1,20,13.38,39,0
2024-06-28T12:30:00Z,ARUQ0,Common Redpoll,1,20,13.38,39,0
2024-06-28T13:00:00Z,ARUQ0,Savannah Sparrow,18,18,13.25,39,0
2024-06-28T13:00:00Z,ARUQ0,White-winged Crossbill,1,18,13.25,39,0
2024-06-28T13:30:00Z,ARUQ0,Savannah Sparrow,34,16,13.38,39,0
2024-06-28T13:30:00Z,ARUQ0,Common Redpoll,1,16,13.38,39,0
2024-06-28T13:30:00Z,ARUQ0,Hoary Redpoll,1,16,13.38,39,0
2024-06-28T14:00:00Z,ARUQ0,Savannah Sparrow,46,14,14.88,39,0
2024-06-28T14:00:00Z,ARUQ0,Common Redpoll,1,14,14.88,39,0
2024-06-28T14:30:00Z,ARUQ0,Red-throated Loon,1,16,15.62,39,0
2024-06-28T14:30:00Z,ARUQ0,Common Redpoll,2,16,15.62,39,0
2024-06-28T14:30:00Z,ARUQ0,Savannah Sparrow,5,16,15.62,39,0
2024-06-28T15:00:00Z,ARUQ0,Red-throated Loon,1,18,16.88,39,0
2024-06-28T15:00:00Z,ARUQ0,Common Redpoll,5,18,16.88,39,0
2024-06-28T15:00:00Z,ARUQ0,White-winged Crossbill,1,18,16.88,39,0
2024-06-28T15:30:00Z,ARUQ0,Savannah Sparrow,59,17.5,17.06,39,0
2024-06-28T15:30:00Z,ARUQ0,Bohemian Waxwing,1,17.5,17.06,39,0
2024-06-28T16:00:00Z,ARUQ0,Savannah Sparrow,16,17,18.62,39,0
2024-06-28T16:00:00Z,ARUQ0,Evening Grosbeak,1,17,18.62,39,0
2024-06-28T16:00:00Z,ARUQ0,Common Redpoll,1,17,18.62,39,0
2024-06-28T16:30:00Z,ARUQ0,Savannah Sparrow,7,16,19.25,39,0
2024-06-28T17:00:00Z,ARUQ0,Common Redpoll,2,15,21.25,39,0
2024-06-28T17:00:00Z,ARUQ0,Green-winged Teal,2,15,21.25,39,0
2024-06-28T17:00:00Z,ARUQ0,Savannah Sparrow,7,15,21.25,39,0
2024-06-28T17:30:00Z,ARUQ0,Savannah Sparrow,9,14,21,39,0
2024-06-28T18:00:00Z,ARUQ0,Savannah Sparrow,4,13,20.94,39,0
2024-06-28T18:30:00Z,ARUQ0,Savannah Sparrow,35,9.5,21.75,39,0
2024-06-28T18:30:00Z,ARUQ0,Common Redpoll,1,9.5,21.75,39,0
2024-06-28T19:00:00Z,ARUQ0,Savannah Sparrow,47,6,23.62,39,0
2024-06-28T19:30:00Z,ARUQ0,Savannah Sparrow,13,8.5,24.38,39,0
2024-06-28T20:00:00Z,ARUQ0,Common Redpoll,1,11,25.56,39,0
2024-06-28T20:00:00Z,ARUQ0,Savannah Sparrow,9,11,25.56,39,0
2024-06-28T20:00:00Z,ARUQ0,White-winged Crossbill,1,11,25.56,39,0
2024-06-28T20:30:00Z,ARUQ0,Savannah Sparrow,20,8,26.12,39,0
2024-06-28T20:30:00Z,ARUQ0,Lapland Longspur,1,8,26.12,39,0
2024-06-28T20:30:00Z,ARUQ0,American Pipit,6,8,26.12,39,0
2024-06-28T21:00:00Z,ARUQ0,Savannah Sparrow,28,5,27.19,39,0
2024-06-28T21:00:00Z,ARUQ0,Hoary Redpoll,2,5,27.19,39,0
2024-06-28T21:00:00Z,ARUQ0,White-winged Crossbill,2,5,27.19,39,0
2024-06-28T21:30:00Z,ARUQ0,Savannah Sparrow,12,6.5,29,39,0
2024-06-28T22:00:00Z,ARUQ0,Lapland Longspur,1,8,30.12,39,0
2024-06-28T22:30:00Z,ARUQ0,Common Redpoll,1,7,30,39,0
2024-06-28T22:30:00Z,ARUQ0,Lapland Longspur,1,7,30,39,0
2024-06-29T04:30:00Z,ARUQ0,Savannah Sparrow,6,20,21,39,0
2024-06-29T05:00:00Z,ARUQ0,Savannah Sparrow,9,22,20,39,0
