time_interval,locationID,common_name,species_count,wind_speed_kmh,temp,snow_prob.x,tomst_num,snow_prob.y
2024-06-21T21:30:00Z,ARUQ6,Trumpeter Swan,1,5.5,16.5,0,4,0
2024-06-21T22:30:00Z,ARUQ6,Cackling Goose,8,4.5,13.38,0,4,0
2024-06-21T22:30:00Z,ARUQ6,Sandhill Crane,1,4.5,13.38,0,4,0
2024-06-21T23:30:00Z,ARUQ6,Cackling Goose,8,3.5,15.62,0,4,0
2024-06-21T23:30:00Z,ARUQ6,Canada Goose,2,3.5,15.62,0,4,0
2024-06-22T02:00:00Z,ARUQ6,Sandhill Crane,2,21,10.94,0,4,0
2024-06-22T04:00:00Z,ARUQ6,Savannah Sparrow,6,23,5.619999999999999,0,4,0
2024-06-22T04:30:00Z,ARUQ6,Savannah Sparrow,12,21,3.12,0,4,0
2024-06-22T05:00:00Z,ARUQ6,Savannah Sparrow,32,19,2.19,0,4,0
2024-06-22T05:00:00Z,ARUQ6,Greater White-fronted Goose,1,19,2.19,0,4,0
2024-06-22T05:30:00Z,ARUQ6,White-crowned Sparrow,1,15,1.62,0,4,0
2024-06-22T05:30:00Z,ARUQ6,Savannah Sparrow,23,15,1.62,0,4,0
2024-06-22T05:30:00Z,ARUQ6,Common Redpoll,1,15,1.62,0,4,0
2024-06-22T06:00:00Z,ARUQ6,Savannah Sparrow,14,11,1,0,4,0
2024-06-22T06:00:00Z,ARUQ6,Common Redpoll,1,11,1,0,4,0
2024-06-22T06:30:00Z,ARUQ6,Savannah Sparrow,14,8.5,2.25,0,4,0
2024-06-22T06:30:00Z,ARUQ6,Greater White-fronted Goose,10,8.5,2.25,0,4,0
2024-06-22T07:00:00Z,ARUQ6,Horned Lark,1,6,0.5,0,4,0
2024-06-22T07:00:00Z,ARUQ6,Savannah Sparrow,1,6,0.5,0,4,0
2024-06-22T07:30:00Z,ARUQ6,American Pipit,1,10,0.19,0,4,0
2024-06-22T07:30:00Z,ARUQ6,Horned Lark,1,10,0.19,0,4,0
2024-06-22T08:00:00Z,ARUQ6,Savannah Sparrow,7,14,-0.5,0,4,0
2024-06-22T08:00:00Z,ARUQ6,Lapland Longspur,8,14,-0.5,0,4,0
2024-06-22T08:00:00Z,ARUQ6,American Pipit,1,14,-0.5,0,4,0
2024-06-22T08:00:00Z,ARUQ6,Horned Lark,1,14,-0.5,0,4,0
2024-06-22T08:30:00Z,ARUQ6,Horned Lark,2,10,-1.38,0,4,0
2024-06-22T09:30:00Z,ARUQ6,Lapland Longspur,7,9,-2.19,0,4,0
2024-06-22T10:00:00Z,ARUQ6,Lapland Longspur,4,12,-2.19,0,4,0
2024-06-22T10:00:00Z,ARUQ6,Common Redpoll,1,12,-2.19,0,4,0
2024-06-22T10:00:00Z,ARUQ6,Semipalmated Sandpiper,1,12,-2.19,0,4,0
2024-06-22T10:30:00Z,ARUQ6,Horned Lark,1,8,-2.5,0,4,0
2024-06-22T10:30:00Z,ARUQ6,Savannah Sparrow,1,8,-2.5,0,4,0
2024-06-22T10:30:00Z,ARUQ6,Hoary Redpoll,2,8,-2.5,0,4,0
2024-06-22T11:00:00Z,ARUQ6,Baird's Sandpiper,2,4,-2.62,0,4,0
2024-06-22T11:00:00Z,ARUQ6,Dunlin,1,4,-2.62,0,4,0
2024-06-22T11:30:00Z,ARUQ6,Horned Lark,4,5,-1.62,0,4,0
2024-06-22T11:30:00Z,ARUQ6,Lapland Longspur,3,5,-1.62,0,4,0
2024-06-22T11:30:00Z,ARUQ6,Common Redpoll,1,5,-1.62,0,4,0
2024-06-22T12:00:00Z,ARUQ6,Lapland Longspur,2,6,-1,0,4,0
2024-06-22T12:30:00Z,ARUQ6,Semipalmated Sandpiper,2,5.5,1.44,0,4,0
2024-06-22T12:30:00Z,ARUQ6,Savannah Sparrow,20,5.5,1.44,0,4,0
2024-06-22T12:30:00Z,ARUQ6,Least Sandpiper,2,5.5,1.44,0,4,0
2024-06-22T13:00:00Z,ARUQ6,Least Sandpiper,1,5,-0.69,0,4,0
2024-06-22T13:00:00Z,ARUQ6,Semipalmated Sandpiper,5,5,-0.69,0,4,0
2024-06-22T13:30:00Z,ARUQ6,Least Sandpiper,1,2.5,-0.38,0,4,0
2024-06-22T13:30:00Z,ARUQ6,American Pipit,3,2.5,-0.38,0,4,0
2024-06-22T14:00:00Z,ARUQ6,Savannah Sparrow,6,0,-0.12,0,4,0
2024-06-22T14:30:00Z,ARUQ6,American Pipit,2,2,0.81,0,4,0
2024-06-22T14:30:00Z,ARUQ6,Lapland Longspur,1,2,0.81,0,4,0
2024-06-22T15:00:00Z,ARUQ6,Savannah Sparrow,7,4,3.12,0,4,0
2024-06-22T15:00:00Z,ARUQ6,Lapland Longspur,3,4,3.12,0,4,0
2024-06-22T15:00:00Z,ARUQ6,Common Redpoll,2,4,3.12,0,4,0
2024-06-22T15:00:00Z,ARUQ6,Hoary Redpoll,1,4,3.12,0,4,0
2024-06-22T15:00:00Z,ARUQ6,Least Sandpiper,2,4,3.12,0,4,0
2024-06-22T15:30:00Z,ARUQ6,Hoary Redpoll,3,2,4.38,0,4,0
2024-06-22T15:30:00Z,ARUQ6,Lapland Longspur,3,2,4.38,0,4,0
2024-06-22T15:30:00Z,ARUQ6,Common Redpoll,2,2,4.38,0,4,0
2024-06-22T16:00:00Z,ARUQ6,Common Redpoll,1,0,5.619999999999999,0,4,0
2024-06-22T16:30:00Z,ARUQ6,Red-throated Loon,3,3.5,5.44,0,4,0
2024-06-22T16:30:00Z,ARUQ6,Greater White-fronted Goose,2,3.5,5.44,0,4,0
2024-06-22T17:00:00Z,ARUQ6,Lapland Longspur,1,7,5.88,0,4,0
2024-06-22T17:00:00Z,ARUQ6,Savannah Sparrow,2,7,5.88,0,4,0
2024-06-22T17:00:00Z,ARUQ6,Common Redpoll,1,7,5.88,0,4,0
2024-06-22T17:30:00Z,ARUQ6,American Pipit,1,8.5,6.38,0,4,0
2024-06-22T18:00:00Z,ARUQ6,Savannah Sparrow,1,10,6.6899999999999995,0,4,0
2024-06-22T18:00:00Z,ARUQ6,American Pipit,3,10,6.6899999999999995,0,4,0
2024-06-22T18:30:00Z,ARUQ6,Lapland Longspur,17,10,6.88,0,4,0
2024-06-22T18:30:00Z,ARUQ6,Savannah Sparrow,1,10,6.88,0,4,0
2024-06-22T19:00:00Z,ARUQ6,Lapland Longspur,1,10,6.6899999999999995,0,4,0
2024-06-22T19:30:00Z,ARUQ6,American Pipit,3,9.5,7.75,0,4,0
2024-06-22T20:00:00Z,ARUQ6,Lapland Longspur,1,9,7.5,0,4,0
2024-06-22T20:30:00Z,ARUQ6,Green-winged Teal,4,9,7.94,0,4,0
2024-06-22T20:30:00Z,ARUQ6,Savannah Sparrow,1,9,7.94,0,4,0
2024-06-22T20:30:00Z,ARUQ6,Hoary Redpoll,1,9,7.94,0,4,0
2024-06-22T21:00:00Z,ARUQ6,Lapland Longspur,3,9,7.81,0,4,0
2024-06-22T22:00:00Z,ARUQ6,Greater White-fronted Goose,1,8,8.38,0,4,0
2024-06-22T22:00:00Z,ARUQ6,Savannah Sparrow,3,8,8.38,0,4,0
2024-06-22T22:30:00Z,ARUQ6,Least Sandpiper,1,10.5,8.88,0,4,0
2024-06-22T22:30:00Z,ARUQ6,Savannah Sparrow,5,10.5,8.88,0,4,0
2024-06-22T23:00:00Z,ARUQ6,Greater White-fronted Goose,9,13,8.12,0,4,0
2024-06-22T23:00:00Z,ARUQ6,Savannah Sparrow,4,13,8.12,0,4,0
2024-06-23T00:00:00Z,ARUQ6,Sandhill Crane,55,15,8,0,4,0
2024-06-23T00:00:00Z,ARUQ6,Common Redpoll,1,15,8,0,4,0
2024-06-23T01:00:00Z,ARUQ6,Common Redpoll,2,15,6.44,0,4,0
2024-06-23T01:00:00Z,ARUQ6,Semipalmated Plover,1,15,6.44,0,4,0
2024-06-23T01:00:00Z,ARUQ6,Baird's Sandpiper,1,15,6.44,0,4,0
2024-06-23T03:00:00Z,ARUQ6,Green-winged Teal,8,19,5.38,0,4,0
2024-06-23T03:00:00Z,ARUQ6,White-crowned Sparrow,1,19,5.38,0,4,0
2024-06-23T04:00:00Z,ARUQ6,Common Redpoll,3,14,3.5,0,4,0
2024-06-23T04:30:00Z,ARUQ6,Savannah Sparrow,1,14.5,5,0,4,0
2024-06-23T04:30:00Z,ARUQ6,Least Sandpiper,1,14.5,5,0,4,0
2024-06-23T05:00:00Z,ARUQ6,Common Redpoll,1,15,4.31,0,4,0
2024-06-23T05:00:00Z,ARUQ6,American Pipit,1,15,4.31,0,4,0
2024-06-23T06:30:00Z,ARUQ6,Lapland Longspur,32,16.5,2.12,0,4,0
2024-06-23T06:30:00Z,ARUQ6,Common Redpoll,1,16.5,2.12,0,4,0
2024-06-23T07:00:00Z,ARUQ6,Lapland Longspur,2,18,1.38,0,4,0
2024-06-23T07:00:00Z,ARUQ6,Greater White-fronted Goose,7,18,1.38,0,4,0
2024-06-23T07:00:00Z,ARUQ6,American Pipit,1,18,1.38,0,4,0
2024-06-23T07:00:00Z,ARUQ6,Common Redpoll,4,18,1.38,0,4,0
2024-06-23T07:30:00Z,ARUQ6,Smith's Longspur,1,21,1,0,4,0
2024-06-23T07:30:00Z,ARUQ6,Lapland Longspur,1,21,1,0,4,0
2024-06-23T08:00:00Z,ARUQ6,American Pipit,6,24,0.75,0,4,0
2024-06-23T08:00:00Z,ARUQ6,Savannah Sparrow,1,24,0.75,0,4,0
2024-06-23T08:00:00Z,ARUQ6,Lapland Longspur,8,24,0.75,0,4,0
2024-06-23T08:00:00Z,ARUQ6,Herring Gull,2,24,0.75,0,4,0
2024-06-23T08:00:00Z,ARUQ6,White-winged Crossbill,1,24,0.75,0,4,0
2024-06-23T08:30:00Z,ARUQ6,Lapland Longspur,1,23,0.62,0,4,0
2024-06-23T08:30:00Z,ARUQ6,Sandhill Crane,45,23,0.62,0,4,0
2024-06-23T09:00:00Z,ARUQ6,Sandhill Crane,26,22,0.69,0,4,0
2024-06-23T10:00:00Z,ARUQ6,Lapland Longspur,2,19,0.5,0,4,0
2024-06-23T10:30:00Z,ARUQ6,Common Redpoll,5,20,0.62,0,4,0
2024-06-23T10:30:00Z,ARUQ6,Snow Goose,1,20,0.62,0,4,0
2024-06-23T11:30:00Z,ARUQ6,Lapland Longspur,1,20,1.1900000000000002,0,4,0
2024-06-23T12:00:00Z,ARUQ6,Cackling Goose,5,19,1.31,0,4,0
2024-06-23T12:00:00Z,ARUQ6,Lapland Longspur,6,19,1.31,0,4,0
2024-06-23T12:00:00Z,ARUQ6,American Pipit,1,19,1.31,0,4,0
2024-06-23T12:30:00Z,ARUQ6,Lapland Longspur,1,20,1.75,0,4,0
2024-06-23T12:30:00Z,ARUQ6,American Pipit,1,20,1.75,0,4,0
2024-06-23T13:00:00Z,ARUQ6,Lapland Longspur,1,21,2.88,0,4,0
2024-06-23T14:00:00Z,ARUQ6,American Pipit,1,16,6.44,0,4,0
2024-06-23T14:30:00Z,ARUQ6,American Pipit,3,18,7.94,0,4,0
2024-06-23T14:30:00Z,ARUQ6,Lapland Longspur,2,18,7.94,0,4,0
2024-06-23T15:00:00Z,ARUQ6,Lapland Longspur,1,20,7.75,0,4,0
2024-06-23T16:00:00Z,ARUQ6,Semipalmated Sandpiper,3,23,7.56,0,4,0
2024-06-23T16:30:00Z,ARUQ6,Savannah Sparrow,1,21.5,6.81,0,4,0
2024-06-23T17:00:00Z,ARUQ6,Savannah Sparrow,1,20,6.44,0,4,0
2024-06-23T17:30:00Z,ARUQ6,American Pipit,1,17.5,7.25,0,4,0
2024-06-23T18:00:00Z,ARUQ6,Lapland Longspur,1,15,7.81,0,4,0
2024-06-23T18:30:00Z,ARUQ6,American Pipit,2,16.5,8.5,0,4,0
2024-06-23T20:00:00Z,ARUQ6,American Pipit,3,18,13.56,0,4,0
2024-06-23T21:00:00Z,ARUQ6,Lapland Longspur,36,21,13.75,0,4,0
2024-06-23T21:00:00Z,ARUQ6,Semipalmated Plover,3,21,13.75,0,4,0
2024-06-23T22:00:00Z,ARUQ6,Savannah Sparrow,3,24,12.5,0,4,0
2024-06-24T04:30:00Z,ARUQ6,Savannah Sparrow,1,9,7.88,0,4,0
