ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-16.2,-19.5,-12.8,7,3,11,-17.9979760035874,-5.89516774114139,4.97039652443864,7.75894221456033,8.27027665152799
2,2,1,1,1,,,,,,,,,,,
