ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-12.5,-16.6,-8.4,7.1,3.1,11.1,-13.5981344595874,-3.23970156514139,5.14925733243864,9.77228147856033,6.41806128352799
2,2,1,1,1,,,,,,,,,,,
