ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-13.2,-17.1,-9.4,6.9,3.4,10.5,-11.7603460035874,-4.85638391714139,3.93260806843864,8.82674530256033,8.07358665152799
2,2,1,1,1,,,,,,,,,,,
