ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-14,-17.7,-10.3,6.6,2.6,10.6,-15.0103460035874,-5.16852928514139,4.87814424443864,8.73339839056033,6.15250665152799
2,2,1,1,1,,,,,,,,,,,
