ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-17.9,-22,-13.7,5.4,1.5,9.2,-20.8025060035874,-6.67514928514139,3.33479733243864,7.35226302256033,5.36362356352799
2,2,1,1,1,,,,,,,,,,,
