ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-16.3,-20,-12.7,5.7,2.2,9.2,-17.9369844595874,-5.34966465314139,3.61143578843864,6.47118684656033,7.05915973952799
2,2,1,1,1,,,,,,,,,,,
