ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-14.3,-18.2,-10.4,5,1.2,8.7,-15.7992882835874,-1.81531156514139,4.36706042043864,5.43898993456033,5.09919665152799
2,2,1,1,1,,,,,,,,,,,
