ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-13.3,-16.8,-9.9,6.6,2.8,10.4,-14.7103460035874,-3.76518619714139,4.56812196443864,9.17003302256033,5.99469973952799
2,2,1,1,1,,,,,,,,,,,
