ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-16.6,-19.7,-13.4,8,4.3,11.7,-16.1847690915874,-5.06852928514139,5.41258961243864,10.3933614785603,8.17249201952799
2,2,1,1,1,,,,,,,,,,,
