ID1,ID2,lat,lon,elev,Tave_sp,Tmin_sp,Tmax_sp,Tave_sm,Tmin_sm,Tmax_sm,Tave04,Tave05,Tave06,Tave07,Tave08
1,1,69.5723,-138.9064,2,-14.9,-18.9,-10.9,6.1,2.4,9.9,-15.7726167395874,-4.51297082914139,3.86037424443864,7.00235530256033,7.49582047552799
2,2,1,1,1,,,,,,,,,,,
