Multiple Seasons: Weekly Ice Coverage for the seasons 1968;2024 Weeks:0430-1112
Historical Period used for Average and Median Calculations : 1991 - 2020
Plusieurs saisons: Couverture des glaces hebdomadaire pour les saisons 1968;2024 Semaines:0430-1112
Période historique utilisée pour le calcul de la moyenne et de la médiane: 1991 - 2020

CIS WA Beaufort Sea: Mackenzie (cwa01_02) - Area: 118521 km²
CIS WA Mer de Beaufort : Mackenzie (cwa01_02) - Aire: 118521 km²

Week,Status,Interpolated (%),<abbr title="Total Concentration">CT</abbr> ,No Data,Old Ice,First-Year Ice,Young Ice,New Ice,Average <abbr title="Total Concentration">CT</abbr>,Median <abbr title="Total Concentration">CT</abbr>
Semaine,État,Interpolée (%),<abbr title="Concentration totale">CT</abbr>,Aucune donnée,Vieille glace,Glace première année,Jeune glace,Nouvelle glace,<abbr title="Concentration totale">CT</abbr> Moyenne,<abbr title="Concentration totale">CT</abbr> Médiane
20030521,1,100,0.9386,.0000,.0673,.8376,.0208,.0157,.8264,.8633
20030528,1,100,0.9395,.0000,.0360,.8867,.0104,.0079,.7823,.7946
20030604,2,0,0.9404,.0000,.0048,.9358,.0000,.0000,.7333,.7611
20030611,1,100,0.8328,.0000,.0302,.8034,.0000,.0000,.6451,.6600
20030618,2,0,0.7253,.0000,.0556,.6709,.0000,.0000,.6016,.6488
20030625,2,0,0.7544,.0000,.0724,.6847,.0000,.0000,.5414,.5244
20030702,2,0,0.5982,.0000,.1608,.4407,.0000,.0000,.4637,.4039
20030709,2,0,0.4403,.0000,.0616,.3797,.0000,.0000,.4075,.4194
20030716,2,0,0.3965,.0000,.1812,.2172,.0000,.0000,.3634,.3836
20030723,2,0,0.454,.0000,.2989,.1598,.0000,.0000,.3354,.3417
20030730,2,0,0.4963,.0000,.2988,.2026,.0000,.0000,.3014,.2944
20030806,2,0,0.5639,.0000,.3470,.2226,.0000,.0000,.2472,.1947
20030813,2,0,0.5888,.0000,.3684,.2220,.0000,.0000,.2224,.1780
20030820,2,0,0.4969,.0000,.3447,.1522,.0000,.0000,.2055,.1283
20030827,2,0,0.4528,.0000,.3326,.1202,.0000,.0000,.1992,.1212
20030903,2,0,0.2876,.0000,.1803,.1011,.0000,.0062,.1583,.0999
20030910,2,0,0.2574,.0000,.1673,.0901,.0000,.0001,.1391,.0964
20030917,2,0,0.2797,.0000,.1857,.0509,.0000,.0430,.1411,.0975
20030924,2,0,0.4545,.0000,.3335,.0526,.0079,.0613,.1500,.0411
20031001,2,0,0.5811,.0000,.4048,.0128,.0619,.1053,.2287,.1023
20031008,2,0,0.5263,.0000,.4276,.0000,.0350,.0671,.3202,.2304
20031015,2,0,0.7488,.0000,.1748,.0000,.1912,.3975,.4851,.3759
20031022,2,0,0.888,.0000,.1116,.0157,.6552,.1289,.6117,.7234
20031029,2,0,0.97,.0000,.0392,.2322,.5007,.2278,.8024,.9504
20031105,2,0,0.9714,.0000,.1715,.2172,.5197,.0784,.9037,.9719
20031112,2,0,0.9717,.0000,.2826,.1877,.4586,.0553,.9532,.9720
20040430,2,0,0.9794,.0000,.1343,.8508,.0000,.0000,.9444,.9756
20040507,1,100,0.978,.0000,.1743,.8104,.0000,.0000,.9236,.9621
20040514,2,0,0.9766,.0000,.2143,.7699,.0000,.0000,.8926,.9282
20040521,1,100,0.8935,.0000,.1615,.7377,.0000,.0000,.8264,.8633
20040528,1,100,0.8104,.0000,.1086,.7054,.0000,.0000,.7823,.7946
20040604,2,0,0.7273,.0000,.0558,.6732,.0000,.0000,.7333,.7611
20040611,2,0,0.6468,.0000,.0894,.5605,.0000,.0000,.6451,.6600
20040618,2,0,0.6383,.0000,.0463,.5935,.0000,.0000,.6016,.6488
20040625,2,0,0.4798,.0000,.1050,.3781,.0000,.0000,.5414,.5244
20040702,2,0,0.3946,.0000,.1300,.2690,.0000,.0000,.4637,.4039
20040709,2,0,0.3992,.0000,.1367,.2669,.0000,.0000,.4075,.4194
20040716,2,0,0.2297,.0000,.1597,.0750,.0000,.0000,.3634,.3836
20040723,2,0,0.2247,.0000,.1950,.0353,.0000,.0000,.3354,.3417
20040730,2,0,0.2237,.0000,.1899,.0377,.0000,.0000,.3014,.2944
20040806,2,0,0.1468,.0000,.1077,.0405,.0000,.0000,.2472,.1947
20040813,2,0,0.2165,.0000,.1462,.0712,.0000,.0000,.2224,.1780
20040820,2,0,0.1735,.0000,.0997,.0753,.0000,.0000,.2055,.1283
20040827,2,0,0.2192,.0000,.1179,.1039,.0000,.0000,.1992,.1212
20040903,2,0,0.1748,.0000,.1076,.0691,.0000,.0000,.1583,.0999
20040910,2,0,0.2246,.0000,.1270,.0564,.0000,.0432,.1391,.0964
20040917,2,0,0.2531,.0000,.1464,.0657,.0000,.0438,.1411,.0975
20040924,2,0,0.1516,.0000,.0880,.0400,.0000,.0250,.1500,.0411
20041001,2,0,0.3513,.0000,.1827,.0000,.0128,.1608,.2287,.1023
20041008,2,0,0.4632,.0000,.2312,.0000,.1056,.1310,.3202,.2304
20041015,2,0,0.8602,.0000,.2471,.0082,.3220,.2932,.4851,.3759
20041022,2,0,0.9598,.0000,.1384,.1416,.5620,.1418,.6117,.7234
20041029,2,0,0.972,.0000,.0687,.4761,.4500,.0000,.8024,.9504
20041105,2,0,0.9722,.0000,.0242,.4336,.5422,.0000,.9037,.9719
20041112,2,0,0.9736,.0000,.0052,.4719,.4958,.0270,.9532,.9720
20050430,2,0,0.9357,.0000,.1837,.7574,.0000,.0070,.9444,.9756
20050507,1,100,0.9316,.0000,.1734,.7547,.0113,.0035,.9236,.9621
20050514,2,0,0.9276,.0000,.1631,.7520,.0225,.0000,.8926,.9282
20050521,1,100,0.8431,.0000,.1279,.7080,.0150,.0000,.8264,.8633
20050528,1,100,0.7586,.0000,.0926,.6641,.0075,.0000,.7823,.7946
20050604,2,0,0.6741,.0000,.0574,.6201,.0000,.0000,.7333,.7611
20050611,2,0,0.5041,.0000,.0388,.4667,.0000,.0000,.6451,.6600
20050618,2,0,0.3666,.0000,.0393,.3298,.0000,.0000,.6016,.6488
20050625,2,0,0.351,.0000,.0670,.2676,.0173,.0000,.5414,.5244
20050702,2,0,0.3417,.0000,.1174,.2246,.0000,.0000,.4637,.4039
20050709,2,0,0.3638,.0000,.1745,.1897,.0000,.0000,.4075,.4194
20050716,2,0,0.1976,.0000,.1492,.0486,.0000,.0000,.3634,.3836
20050723,2,0,0.3457,.0000,.1965,.1508,.0000,.0000,.3354,.3417
20050730,2,0,0.3133,.0000,.2185,.0963,.0000,.0000,.3014,.2944
20050806,2,0,0.2844,.0000,.1878,.0992,.0000,.0000,.2472,.1947
20050813,2,0,0.2543,.0000,.1854,.0701,.0000,.0000,.2224,.1780
20050820,2,0,0.3178,.0000,.2438,.0741,.0000,.0000,.2055,.1283
20050827,2,0,0.3736,.0000,.3700,.0052,.0000,.0000,.1992,.1212
20050903,2,0,0.3014,.0000,.2877,.0137,.0000,.0000,.1583,.0999
20050910,2,0,0.1863,.0000,.1762,.0031,.0000,.0086,.1391,.0964
20050917,2,0,0.0732,.0000,.0713,.0000,.0027,.0000,.1411,.0975
20050924,2,0,0.0387,.0000,.0340,.0000,.0023,.0031,.1500,.0411
20051001,2,0,0.3176,.0000,.0291,.0000,.0537,.2369,.2287,.1023
20051008,2,0,0.7894,.0000,.1799,.0000,.1713,.4437,.3202,.2304
20051015,2,0,0.6871,.0000,.1259,.0104,.0701,.4871,.4851,.3759
20051022,2,0,0.7357,.0000,.0546,.0405,.2184,.4247,.6117,.7234
20051029,2,0,0.9185,.0000,.1194,.1043,.5463,.1539,.8024,.9504
20051105,2,0,0.9721,.0000,.1270,.3792,.4932,.0000,.9037,.9719
20051112,2,0,0.9721,.0000,.1869,.6216,.1277,.0638,.9532,.9720
20060430,2,0,0.9776,.0000,.0711,.9089,.0000,.0000,.9444,.9756
20060507,1,100,0.9776,.0000,.0776,.9026,.0000,.0000,.9236,.9621
20060514,2,0,0.9776,.0000,.0841,.8964,.0000,.0000,.8926,.9282
20060521,1,100,0.9743,.0000,.0739,.9030,.0000,.0000,.8264,.8633
20060528,1,100,0.9709,.0000,.0637,.9095,.0000,.0000,.7823,.7946
20060604,2,0,0.9676,.0000,.0535,.9161,.0000,.0000,.7333,.7611
20060611,2,0,0.9193,.0000,.0572,.8640,.0000,.0000,.6451,.6600
20060618,2,0,0.9139,.0000,.0841,.8328,.0000,.0000,.6016,.6488
20060625,2,0,0.8782,.0000,.0791,.8018,.0000,.0000,.5414,.5244
20060702,2,0,0.8242,.0000,.0996,.7288,.0000,.0000,.4637,.4039
20060709,2,0,0.7542,.0000,.1179,.6412,.0000,.0000,.4075,.4194
20060716,2,0,0.7027,.0000,.1382,.5692,.0000,.0000,.3634,.3836
20060723,2,0,0.6869,.0000,.1076,.5828,.0000,.0000,.3354,.3417
20060730,2,0,0.4426,.0000,.0452,.3989,.0000,.0000,.3014,.2944
20060806,2,0,0.4097,.0000,.0840,.3289,.0000,.0000,.2472,.1947
20060813,2,0,0.2422,.0000,.1073,.1368,.0000,.0000,.2224,.1780
20060820,2,0,0.1295,.0000,.1087,.0208,.0000,.0000,.2055,.1283
20060827,2,0,0.1146,.0000,.0881,.0274,.0000,.0000,.1992,.1212
20060903,2,0,0.0885,.0000,.0737,.0148,.0000,.0000,.1583,.0999
20060910,2,0,0.0673,.0000,.0596,.0077,.0000,.0000,.1391,.0964
20060917,2,0,0.0213,.0000,.0191,.0022,.0000,.0000,.1411,.0975
20060924,2,0,0.0401,.0000,.0373,.0029,.0000,.0000,.1500,.0411
20061001,2,0,0.0169,.0000,.0077,.0000,.0000,.0092,.2287,.1023
20061008,2,0,0.0345,.0000,.0082,.0000,.0096,.0171,.3202,.2304
20061015,2,0,0.2817,.0000,.0039,.0000,.0663,.2118,.4851,.3759
20061022,2,0,0.743,.0000,.0009,.0000,.4734,.2883,.6117,.7234
20061029,2,0,0.9702,.0000,.0158,.0001,.5384,.4445,.8024,.9504
20061105,2,0,0.9719,.0000,.0041,.3106,.5962,.0892,.9037,.9719
20061112,2,0,0.9721,.0000,.0708,.4635,.4463,.0193,.9532,.9720
20070430,2,0,0.9772,.0000,.0445,.8473,.0771,.0127,.9444,.9756
20070507,2,0,0.9708,.0000,.0493,.8519,.0555,.0159,.9236,.9621
20070514,2,0,0.9554,.0000,.0577,.8284,.0578,.0149,.8926,.9282
20070521,2,0,0.9741,.0000,.1232,.8476,.0082,.0000,.8264,.8633
20070528,2,0,0.9684,.0000,.1347,.8386,.0002,.0000,.7823,.7946
20070604,2,0,0.8801,.0000,.1211,.7636,.0000,.0000,.7333,.7611
20070611,2,0,0.6394,.0000,.0730,.5664,.0000,.0000,.6451,.6600
20070618,2,0,0.6822,.0000,.1369,.5453,.0000,.0000,.6016,.6488
20070625,2,0,0.6577,.0000,.1772,.4830,.0000,.0000,.5414,.5244
20070702,2,0,0.5107,.0000,.2194,.2918,.0000,.0000,.4637,.4039
20070709,2,0,0.3943,.0000,.1927,.2028,.0000,.0000,.4075,.4194
20070716,2,0,0.2206,.0000,.1766,.0448,.0000,.0000,.3634,.3836
20070723,2,0,0.2089,.0000,.1582,.0522,.0000,.0000,.3354,.3417
20070730,2,0,0.1831,.0000,.1419,.0411,.0000,.0000,.3014,.2944
20070806,2,0,0.1698,.0000,.1658,.0043,.0000,.0000,.2472,.1947
20070813,2,0,0.136,.0000,.1347,.0014,.0000,.0000,.2224,.1780
20070820,2,0,0.0759,.0000,.0737,.0022,.0000,.0000,.2055,.1283
20070827,2,0,0.1173,.0000,.1141,.0032,.0000,.0000,.1992,.1212
20070903,2,0,0.0661,.0000,.0661,.0000,.0000,.0000,.1583,.0999
20070910,2,0,0.017,.0000,.0142,.0028,.0000,.0000,.1391,.0964
20070917,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1411,.0975
20070924,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1500,.0411
20071001,2,0,0.0283,.0000,.0001,.0000,.0000,.0281,.2287,.1023
20071008,2,0,0.3279,.0000,.0124,.0000,.0472,.2707,.3202,.2304
20071015,2,0,0.5251,.0000,.0291,.0160,.1308,.3544,.4851,.3759
20071022,2,0,0.438,.0000,.0019,.0274,.0882,.3253,.6117,.7234
20071029,2,0,0.9475,.0000,.0032,.0846,.6187,.2688,.8024,.9504
20071105,2,0,0.9724,.0000,.0006,.1536,.7321,.1137,.9037,.9719
20071112,2,0,0.9725,.0000,.0049,.1937,.7191,.0823,.9532,.9720
20080430,2,0,0.9592,.0000,.0085,.7509,.1751,.0439,.9444,.9756
20080507,2,0,0.8863,.0000,.0299,.8153,.0202,.0228,.9236,.9621
20080514,2,0,0.9216,.0000,.0285,.7175,.0885,.1029,.8926,.9282
20080521,2,0,0.7675,.0000,.0113,.7235,.0341,.0000,.8264,.8633
20080528,2,0,0.7176,.0000,.0196,.6977,.0002,.0000,.7823,.7946
20080604,2,0,0.7786,.0000,.2246,.5540,.0000,.0000,.7333,.7611
20080611,2,0,0.4238,.0000,.0475,.3763,.0000,.0000,.6451,.6600
20080618,2,0,0.4065,.0000,.0580,.3485,.0000,.0000,.6016,.6488
20080625,2,0,0.308,.0000,.0508,.2572,.0000,.0000,.5414,.5244
20080702,2,0,0.1558,.0000,.0671,.0887,.0000,.0000,.4637,.4039
20080709,2,0,0.0369,.0000,.0342,.0027,.0000,.0000,.4075,.4194
20080716,2,0,0.0444,.0000,.0436,.0009,.0000,.0000,.3634,.3836
20080723,2,0,0.0383,.0000,.0361,.0022,.0000,.0000,.3354,.3417
20080730,2,0,0.038,.0000,.0306,.0074,.0000,.0000,.3014,.2944
20080806,2,0,0.0191,.0000,.0174,.0017,.0000,.0000,.2472,.1947
20080813,2,0,0.0229,.0000,.0196,.0033,.0000,.0000,.2224,.1780
20080820,2,0,0.0287,.0000,.0252,.0035,.0000,.0000,.2055,.1283
20080827,2,0,0.0581,.0000,.0396,.0076,.0000,.0108,.1992,.1212
20080903,2,0,0.0802,.0000,.0690,.0112,.0000,.0000,.1583,.0999
20080910,2,0,0.056,.0000,.0548,.0000,.0000,.0012,.1391,.0964
20080917,2,0,0.1632,.0000,.0971,.0223,.0029,.0423,.1411,.0975
20080924,2,0,0.0422,.0000,.0268,.0013,.0013,.0127,.1500,.0411
20081001,2,0,0.1238,.0000,.0393,.0138,.0451,.0267,.2287,.1023
20081008,2,0,0.113,.0000,.0380,.0000,.0317,.0448,.3202,.2304
20081015,2,0,0.4117,.0000,.1027,.0017,.1182,.1999,.4851,.3759
20081022,2,0,0.7111,.0000,.1419,.0108,.3814,.1952,.6117,.7234
20081029,2,0,0.9373,.0000,.2164,.0108,.5446,.1941,.8024,.9504
20081105,2,0,0.9722,.0000,.1727,.1819,.6307,.0028,.9037,.9719
20081112,2,0,0.9667,.0000,.1250,.2887,.5695,.0083,.9532,.9720
20090430,2,0,0.9639,.0000,.1457,.7873,.0517,.0019,.9444,.9756
20090507,2,0,0.9766,.0000,.1424,.8488,.0000,.0000,.9236,.9621
20090514,2,0,0.9766,.0000,.1858,.8055,.0000,.0000,.8926,.9282
20090521,2,0,0.9768,.0000,.1991,.7926,.0000,.0000,.8264,.8633
20090528,2,0,0.9218,.0000,.1987,.7372,.0000,.0000,.7823,.7946
20090604,2,0,0.9401,.0000,.1881,.7621,.0035,.0000,.7333,.7611
20090611,2,0,0.7051,.0000,.1550,.5586,.0013,.0000,.6451,.6600
20090618,2,0,0.6592,.0000,.1143,.5481,.0041,.0000,.6016,.6488
20090625,2,0,0.5676,.0000,.0765,.4970,.0000,.0000,.5414,.5244
20090702,2,0,0.4132,.0000,.0726,.3419,.0000,.0000,.4637,.4039
20090709,2,0,0.4972,.0000,.1199,.3792,.0000,.0000,.4075,.4194
20090716,2,0,0.5403,.0000,.1399,.4007,.0000,.0000,.3634,.3836
20090723,2,0,0.4558,.0000,.2385,.2173,.0000,.0000,.3354,.3417
20090730,2,0,0.4389,.0000,.2098,.2291,.0000,.0000,.3014,.2944
20090806,2,0,0.3145,.0000,.1264,.1881,.0000,.0000,.2472,.1947
20090813,2,0,0.3185,.0000,.2071,.1119,.0000,.0000,.2224,.1780
20090820,2,0,0.3239,.0000,.2025,.1265,.0000,.0000,.2055,.1283
20090827,2,0,0.2647,.0000,.1604,.1048,.0000,.0000,.1992,.1212
20090903,2,0,0.2435,.0000,.1525,.0911,.0000,.0000,.1583,.0999
20090910,2,0,0.2102,.0000,.1436,.0674,.0000,.0000,.1391,.0964
20090917,2,0,0.1043,.0000,.0559,.0487,.0000,.0000,.1411,.0975
20090924,2,0,0.1164,.0000,.0630,.0277,.0000,.0259,.1500,.0411
20091001,2,0,0.1673,.0000,.0749,.0371,.0050,.0526,.2287,.1023
20091008,2,0,0.2515,.0000,.1997,.0000,.0259,.0302,.3202,.2304
20091015,2,0,0.2718,.0000,.0370,.0001,.0491,.1869,.4851,.3759
20091022,2,0,0.209,.0000,.0292,.0001,.0296,.1533,.6117,.7234
20091029,2,0,0.3498,.0000,.0694,.0089,.0040,.2701,.8024,.9504
20091105,2,0,0.9407,.0000,.0489,.0581,.2570,.5920,.9037,.9719
20091112,2,0,0.9495,.0000,.0845,.0978,.6198,.1717,.9532,.9720
20100430,2,0,0.9435,.0000,.0000,.9435,.0000,.0000,.9444,.9756
20100507,2,0,0.9775,.0000,.0002,.9773,.0000,.0000,.9236,.9621
20100514,2,0,0.9775,.0000,.0000,.9775,.0000,.0000,.8926,.9282
20100521,2,0,0.818,.0000,.0000,.8142,.0000,.0038,.8264,.8633
20100528,2,0,0.7789,.0000,.0000,.7789,.0000,.0000,.7823,.7946
20100604,2,0,0.5433,.0000,.0000,.5424,.0010,.0000,.7333,.7611
20100611,2,0,0.4143,.0000,.0000,.4143,.0000,.0000,.6451,.6600
20100618,2,0,0.3211,.0000,.0004,.3207,.0000,.0000,.6016,.6488
20100625,2,0,0.2856,.0000,.0000,.2856,.0000,.0000,.5414,.5244
20100702,2,0,0.0904,.0000,.0242,.0662,.0000,.0000,.4637,.4039
20100709,2,0,0.0298,.0000,.0150,.0148,.0000,.0000,.4075,.4194
20100716,2,0,0.0831,.0000,.0513,.0317,.0000,.0000,.3634,.3836
20100723,2,0,0.1097,.0000,.0770,.0330,.0000,.0000,.3354,.3417
20100730,2,0,0.115,.0000,.0826,.0335,.0000,.0000,.3014,.2944
20100806,2,0,0.1372,.0000,.0944,.0431,.0000,.0000,.2472,.1947
20100813,2,0,0.0533,.0000,.0438,.0099,.0000,.0000,.2224,.1780
20100820,2,0,0.0329,.0000,.0257,.0073,.0000,.0000,.2055,.1283
20100827,2,0,0.0389,.0000,.0308,.0081,.0000,.0000,.1992,.1212
20100903,2,0,0.0087,.0000,.0070,.0017,.0000,.0000,.1583,.0999
20100910,2,0,0.0061,.0000,.0048,.0013,.0000,.0000,.1391,.0964
20100917,2,0,0.0166,.0000,.0135,.0030,.0000,.0000,.1411,.0975
20100924,2,0,0.0338,.0000,.0213,.0049,.0012,.0064,.1500,.0411
20101001,2,0,0.0808,.0000,.0349,.0000,.0062,.0397,.2287,.1023
20101008,2,0,0.1165,.0000,.0098,.0000,.0565,.0517,.3202,.2304
20101015,2,0,0.3401,.0000,.0189,.0000,.1546,.1719,.4851,.3759
20101022,2,0,0.4474,.0000,.0231,.0056,.1917,.2384,.6117,.7234
20101029,2,0,0.693,.0000,.0272,.0590,.4268,.1960,.8024,.9504
20101105,2,0,0.7824,.0000,.0020,.0507,.4670,.2795,.9037,.9719
20101112,2,0,0.9567,.0000,.0065,.1503,.7098,.1168,.9532,.9720
20110430,2,0,0.9785,.0000,.1604,.8289,.0000,.0000,.9444,.9756
20110507,2,0,0.9785,.0000,.1626,.8274,.0000,.0000,.9236,.9621
20110514,2,0,0.9317,.0000,.1505,.7894,.0000,.0000,.8926,.9282
20110521,2,0,0.7114,.0000,.0337,.6794,.0000,.0000,.8264,.8633
20110528,2,0,0.5713,.0000,.0224,.5503,.0000,.0000,.7823,.7946
20110604,2,0,0.6121,.0000,.0345,.5793,.0000,.0000,.7333,.7611
20110611,2,0,0.7015,.0000,.0657,.6383,.0000,.0000,.6451,.6600
20110618,2,0,0.7153,.0000,.0634,.6544,.0000,.0000,.6016,.6488
20110625,2,0,0.3946,.0000,.0670,.3286,.0000,.0000,.5414,.5244
20110702,2,0,0.1885,.0000,.0781,.1104,.0000,.0000,.4637,.4039
20110709,2,0,0.1686,.0000,.0750,.0935,.0000,.0000,.4075,.4194
20110716,2,0,0.0883,.0000,.0541,.0342,.0000,.0000,.3634,.3836
20110723,2,0,0.0812,.0000,.0660,.0152,.0000,.0000,.3354,.3417
20110730,2,0,0.0868,.0000,.0658,.0210,.0000,.0000,.3014,.2944
20110806,2,0,0.0452,.0000,.0440,.0012,.0000,.0000,.2472,.1947
20110813,2,0,0.0212,.0000,.0208,.0004,.0000,.0000,.2224,.1780
20110820,2,0,0.0022,.0000,.0013,.0010,.0000,.0000,.2055,.1283
20110827,2,0,0.0091,.0000,.0091,.0000,.0000,.0000,.1992,.1212
20110903,2,0,0.0073,.0000,.0051,.0022,.0000,.0000,.1583,.0999
20110910,2,0,0.0253,.0000,.0158,.0094,.0000,.0000,.1391,.0964
20110917,2,0,0.0061,.0000,.0055,.0006,.0000,.0000,.1411,.0975
20110924,2,0,0.0254,.0000,.0127,.0000,.0000,.0127,.1500,.0411
20111001,2,0,0.0065,.0000,.0000,.0000,.0013,.0052,.2287,.1023
20111008,2,0,0.032,.0000,.0010,.0000,.0020,.0290,.3202,.2304
20111015,2,0,0.0114,.0000,.0000,.0000,.0000,.0114,.4851,.3759
20111022,2,0,0.405,.0000,.0000,.0000,.1326,.2836,.6117,.7234
20111029,2,0,0.9666,.0000,.0000,.0132,.6205,.3603,.8024,.9504
20111105,2,0,0.972,.0000,.0000,.0206,.8467,.1327,.9037,.9719
20111112,2,0,0.972,.0000,.0000,.3582,.6087,.0330,.9532,.9720
20120430,2,0,0.9757,.0000,.0438,.8679,.0593,.0158,.9444,.9756
20120507,2,0,0.976,.0000,.0356,.8892,.0475,.0062,.9236,.9621
20120514,2,0,0.877,.0000,.0150,.8240,.0327,.0070,.8926,.9282
20120521,2,0,0.6908,.0000,.0003,.6479,.0352,.0088,.8264,.8633
20120528,2,0,0.6077,.0000,.0000,.5817,.0270,.0000,.7823,.7946
20120604,2,0,0.5351,.0000,.0000,.5146,.0205,.0000,.7333,.7611
20120611,2,0,0.3829,.0000,.0003,.3826,.0000,.0000,.6451,.6600
20120618,2,0,0.3085,.0000,.0011,.3075,.0000,.0000,.6016,.6488
20120625,2,0,0.2262,.0000,.0011,.2250,.0000,.0000,.5414,.5244
20120702,2,0,0.1185,.0000,.0000,.1185,.0000,.0000,.4637,.4039
20120709,2,0,0.0059,.0000,.0000,.0059,.0000,.0000,.4075,.4194
20120716,2,0,0.0018,.0000,.0007,.0010,.0000,.0000,.3634,.3836
20120723,2,0,0.0128,.0000,.0015,.0112,.0000,.0000,.3354,.3417
20120730,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.3014,.2944
20120806,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2472,.1947
20120813,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2224,.1780
20120820,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2055,.1283
20120827,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1992,.1212
20120903,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1583,.0999
20120910,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1391,.0964
20120917,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1411,.0975
20120924,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1500,.0411
20121001,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2287,.1023
20121008,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.3202,.2304
20121015,2,0,0.0346,.0000,.0000,.0000,.0000,.0346,.4851,.3759
20121022,2,0,0.0829,.0000,.0000,.0058,.0067,.0705,.6117,.7234
20121029,2,0,0.0868,.0000,.0000,.0063,.0211,.0605,.8024,.9504
20121105,2,0,0.5527,.0000,.0000,.0084,.2612,.2946,.9037,.9719
20121112,2,0,0.96,.0000,.0000,.0437,.7485,.1888,.9532,.9720
20130430,2,0,0.9771,.0000,.1759,.8118,.0000,.0000,.9444,.9756
20130507,2,0,0.9769,.0000,.1745,.8126,.0000,.0000,.9236,.9621
20130514,2,0,0.9777,.0000,.1832,.8053,.0000,.0000,.8926,.9282
20130521,2,0,0.9585,.0000,.1587,.8095,.0000,.0000,.8264,.8633
20130528,2,0,0.9311,.0000,.1376,.8023,.0000,.0000,.7823,.7946
20130604,2,0,0.9393,.0000,.1253,.8225,.0000,.0000,.7333,.7611
20130611,2,0,0.9661,.0000,.1314,.8427,.0000,.0000,.6451,.6600
20130618,2,0,0.8997,.0000,.1351,.7729,.0000,.0000,.6016,.6488
20130625,2,0,0.8849,.0000,.1441,.7491,.0000,.0000,.5414,.5244
20130702,2,0,0.8241,.0000,.1541,.6786,.0000,.0000,.4637,.4039
20130709,2,0,0.692,.0000,.1654,.5354,.0000,.0000,.4075,.4194
20130716,2,0,0.6352,.0000,.1819,.4617,.0000,.0000,.3634,.3836
20130723,2,0,0.5614,.0000,.1302,.4366,.0000,.0000,.3354,.3417
20130730,2,0,0.5382,.0000,.1787,.3673,.0000,.0000,.3014,.2944
20130806,2,0,0.4236,.0000,.1797,.2439,.0000,.0000,.2472,.1947
20130813,2,0,0.3314,.0000,.2061,.1295,.0000,.0000,.2224,.1780
20130820,2,0,0.2218,.0000,.0789,.1444,.0000,.0000,.2055,.1283
20130827,2,0,0.2746,.0000,.1102,.1661,.0000,.0000,.1992,.1212
20130903,2,0,0.2432,.0000,.1529,.0930,.0000,.0000,.1583,.0999
20130910,2,0,0.2193,.0000,.1206,.0965,.0000,.0059,.1391,.0964
20130917,2,0,0.2568,.0000,.1125,.1050,.0000,.0421,.1411,.0975
20130924,2,0,0.1779,.0000,.0581,.0876,.0000,.0338,.1500,.0411
20131001,2,0,0.2323,.0000,.0838,.1041,.0000,.0468,.2287,.1023
20131008,2,0,0.2447,.0000,.1531,.0000,.0086,.0852,.3202,.2304
20131015,2,0,0.0566,.0000,.0035,.0000,.0093,.0447,.4851,.3759
20131022,2,0,0.1164,.0000,.0000,.0000,.0337,.0848,.6117,.7234
20131029,2,0,0.6505,.0000,.0103,.0078,.1951,.4398,.8024,.9504
20131105,2,0,0.9702,.0000,.0221,.1317,.6490,.1917,.9037,.9719
20131112,2,0,0.9064,.0000,.0070,.1838,.5134,.2184,.9532,.9720
20140430,2,0,0.9629,.0000,.0000,.8018,.0189,.1425,.9444,.9756
20140507,2,0,0.9673,.0000,.0000,.8644,.0115,.0915,.9236,.9621
20140514,2,0,0.9641,.0000,.0000,.8201,.0166,.1276,.8926,.9282
20140521,2,0,0.939,.0000,.0061,.9114,.0030,.0187,.8264,.8633
20140528,2,0,0.9482,.0000,.0331,.9039,.0044,.0080,.7823,.7946
20140604,2,0,0.8658,.0000,.0623,.7637,.0082,.0341,.7333,.7611
20140611,2,0,0.8124,.0000,.0577,.7029,.0104,.0437,.6451,.6600
20140618,2,0,0.771,.0000,.0669,.6994,.0068,.0000,.6016,.6488
20140625,2,0,0.4314,.0000,.0069,.4239,.0009,.0000,.5414,.5244
20140702,2,0,0.2845,.0000,.0243,.2617,.0002,.0000,.4637,.4039
20140709,2,0,0.1706,.0000,.0215,.1509,.0000,.0000,.4075,.4194
20140716,2,0,0.0603,.0000,.0183,.0420,.0000,.0000,.3634,.3836
20140723,2,0,0.0419,.0000,.0252,.0167,.0000,.0000,.3354,.3417
20140730,2,0,0.0665,.0000,.0662,.0002,.0000,.0000,.3014,.2944
20140806,2,0,0.0831,.0000,.0811,.0020,.0000,.0000,.2472,.1947
