Multiple Seasons: Weekly Ice Coverage for the seasons 1968;2024 Weeks:0430-1112
Historical Period used for Average and Median Calculations : 1991 - 2020
Plusieurs saisons: Couverture des glaces hebdomadaire pour les saisons 1968;2024 Semaines:0430-1112
Période historique utilisée pour le calcul de la moyenne et de la médiane: 1991 - 2020

CIS WA Beaufort Sea: Mackenzie (cwa01_02) - Area: 118521 km²
CIS WA Mer de Beaufort : Mackenzie (cwa01_02) - Aire: 118521 km²

Week,Status,Interpolated (%),<abbr title="Total Concentration">CT</abbr> ,No Data,Old Ice,First-Year Ice,Young Ice,New Ice,Average <abbr title="Total Concentration">CT</abbr>,Median <abbr title="Total Concentration">CT</abbr>
Semaine,État,Interpolée (%),<abbr title="Concentration totale">CT</abbr>,Aucune donnée,Vieille glace,Glace première année,Jeune glace,Nouvelle glace,<abbr title="Concentration totale">CT</abbr> Moyenne,<abbr title="Concentration totale">CT</abbr> Médiane
19800702,2,0,0.5861,.0000,.2006,.3855,.0000,.0000,.4637,.4039
19800709,2,0,0.6426,.0000,.0867,.5559,.0000,.0000,.4075,.4194
19800716,2,0,0.2873,.0000,.0338,.2534,.0000,.0000,.3634,.3836
19800723,2,0,0.3046,.0000,.0793,.2279,.0000,.0000,.3354,.3417
19800730,2,0,0.2728,.0000,.1025,.1712,.0000,.0000,.3014,.2944
19800806,2,0,0.1538,.0000,.0882,.0656,.0000,.0000,.2472,.1947
19800813,2,0,0.1173,.0000,.0813,.0360,.0000,.0000,.2224,.1780
19800820,2,0,0.1623,.0000,.0960,.0663,.0000,.0000,.2055,.1283
19800827,2,0,0.1746,.0000,.1395,.0352,.0000,.0000,.1992,.1212
19800903,2,0,0.2871,.0000,.2404,.0374,.0058,.0075,.1583,.0999
19800910,2,0,0.4646,.0000,.3335,.0987,.0000,.0424,.1391,.0964
19800917,2,0,0.3984,.0000,.2509,.1136,.0000,.0369,.1411,.0975
19800924,2,0,0.7843,.0000,.3498,.0426,.1520,.2505,.1500,.0411
19801001,2,0,0.7846,.0000,.3008,.0042,.2269,.2678,.2287,.1023
19801008,2,0,0.8005,.0000,.2695,.0098,.3796,.1617,.3202,.2304
19801015,2,0,0.7512,.0000,.2075,.0184,.3206,.2220,.4851,.3759
19801022,2,0,0.8598,.0000,.1523,.0367,.4563,.2303,.6117,.7234
19801029,2,0,0.9021,.0000,.0697,.0274,.4549,.3748,.8024,.9504
19801105,2,0,0.9716,.0000,.1180,.0707,.7960,.0004,.9037,.9719
19801112,2,0,0.9733,.0000,.0562,.3937,.5238,.0263,.9532,.9720
19810430,2,0,0.9415,.0000,.0084,.9342,.0005,.0000,.9444,.9756
19810507,1,100,0.9584,.0000,.0133,.9484,.0003,.0000,.9236,.9621
19810514,2,0,0.9753,.0000,.0182,.9626,.0000,.0000,.8926,.9282
19810521,1,100,0.9665,.0000,.0212,.9513,.0000,.0000,.8264,.8633
19810528,1,100,0.9578,.0000,.0241,.9400,.0000,.0000,.7823,.7946
19810604,2,0,0.949,.0000,.0271,.9287,.0000,.0000,.7333,.7611
19810611,2,0,0.9353,.0000,.0377,.9064,.0000,.0000,.6451,.6600
19810618,2,0,0.826,.0107,.0378,.7942,.0000,.0000,.6016,.6488
19810625,2,0,0.7969,.0000,.0659,.7373,.0000,.0000,.5414,.5244
19810702,2,0,0.7285,.0000,.0500,.6835,.0000,.0000,.4637,.4039
19810709,2,0,0.6339,.0000,.0097,.6251,.0000,.0000,.4075,.4194
19810716,2,0,0.6151,.0000,.0561,.5640,.0000,.0000,.3634,.3836
19810723,2,0,0.4474,.0000,.0005,.4469,.0000,.0000,.3354,.3417
19810730,2,0,0.2486,.0000,.0000,.2486,.0000,.0000,.3014,.2944
19810806,2,0,0.2771,.0000,.0075,.2696,.0000,.0000,.2472,.1947
19810813,2,0,0.2201,.0000,.0090,.2111,.0000,.0000,.2224,.1780
19810820,2,0,0.1087,.0000,.0094,.0993,.0000,.0000,.2055,.1283
19810827,2,0,0.109,.0000,.0168,.0922,.0000,.0000,.1992,.1212
19810903,2,0,0.2537,.0000,.1511,.0837,.0000,.0210,.1583,.0999
19810910,2,0,0.2067,.0000,.1608,.0459,.0000,.0000,.1391,.0964
19810917,2,0,0.0978,.0000,.0922,.0056,.0000,.0000,.1411,.0975
19810924,2,0,0.0988,.0000,.0844,.0137,.0000,.0031,.1500,.0411
19811001,2,0,0.0603,.0000,.0460,.0000,.0000,.0148,.2287,.1023
19811008,2,0,0.3945,.0000,.0579,.0078,.1196,.2152,.3202,.2304
19811015,2,0,0.3164,.0000,.0037,.0000,.1258,.1929,.4851,.3759
19811022,2,0,0.8354,.0000,.0036,.0000,.4123,.4370,.6117,.7234
19811029,2,0,0.9667,.0000,.0042,.0310,.8345,.1222,.8024,.9504
19811105,2,0,0.9719,.0000,.0117,.1325,.8353,.0141,.9037,.9719
19811112,2,0,0.9632,.0000,.0219,.4192,.5216,.0164,.9532,.9720
19820430,2,0,0.9427,.0000,.0670,.8804,.0000,.0000,.9444,.9756
19820507,1,100,0.9369,.0000,.0420,.8923,.0103,.0000,.9236,.9621
19820514,2,0,0.9312,.0000,.0169,.9043,.0205,.0000,.8926,.9282
19820521,1,100,0.8446,.0000,.0169,.8207,.0164,.0000,.8264,.8633
19820528,1,100,0.758,.0000,.0169,.7371,.0123,.0000,.7823,.7946
19820604,1,100,0.6714,.0000,.0169,.6536,.0082,.0000,.7333,.7611
19820611,1,100,0.5848,.0000,.0169,.5700,.0041,.0000,.6451,.6600
19820618,2,0,0.4982,.0000,.0169,.4864,.0000,.0000,.6016,.6488
19820625,2,0,0.3201,.0000,.0111,.3123,.0000,.0000,.5414,.5244
19820702,2,0,0.393,.0000,.0033,.3907,.0000,.0000,.4637,.4039
19820709,2,0,0.2799,.0000,.0019,.2785,.0000,.0000,.4075,.4194
19820716,2,0,0.0446,.0000,.0000,.0446,.0000,.0000,.3634,.3836
19820723,2,0,0.0404,.0000,.0000,.0404,.0000,.0000,.3354,.3417
19820730,2,0,0.0332,.0000,.0131,.0202,.0000,.0000,.3014,.2944
19820806,2,0,0.0803,.0000,.0009,.0794,.0000,.0000,.2472,.1947
19820813,2,0,0.0687,.0000,.0097,.0590,.0000,.0000,.2224,.1780
19820820,2,0,0.0742,.0000,.0049,.0693,.0000,.0000,.2055,.1283
19820827,2,0,0.0688,.0000,.0000,.0688,.0000,.0000,.1992,.1212
19820903,2,0,0.0614,.0000,.0007,.0608,.0000,.0000,.1583,.0999
19820910,2,0,0.0245,.0000,.0005,.0240,.0000,.0000,.1391,.0964
19820917,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1411,.0975
19820924,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1500,.0411
19821001,2,0,0.0079,.0000,.0000,.0000,.0000,.0079,.2287,.1023
19821008,2,0,0.1581,.0000,.0000,.0000,.0000,.1581,.3202,.2304
19821015,2,0,0.3034,.0000,.0111,.0000,.0521,.2433,.4851,.3759
19821022,2,0,0.8634,.0000,.0623,.0000,.5438,.2707,.6117,.7234
19821029,2,0,0.9729,.0000,.0836,.0492,.7489,.1184,.8024,.9504
19821105,2,0,0.9736,.0000,.0108,.3666,.6226,.0000,.9037,.9719
19821112,2,0,0.9742,.0000,.0389,.6433,.2924,.0254,.9532,.9720
19830430,2,0,0.9773,.0000,.0428,.8307,.0681,.0451,.9444,.9756
19830507,1,100,0.9774,.0000,.0737,.7548,.1140,.0509,.9236,.9621
19830514,2,0,0.9775,.0000,.1045,.6789,.1599,.0567,.8926,.9282
19830521,1,100,0.9283,.0000,.0879,.6952,.1199,.0425,.8264,.8633
19830528,1,100,0.879,.0000,.0713,.7114,.0800,.0284,.7823,.7946
19830604,1,100,0.8297,.0000,.0546,.7277,.0400,.0142,.7333,.7611
19830611,2,0,0.7805,.0000,.0380,.7439,.0000,.0000,.6451,.6600
19830618,2,0,0.7701,.0000,.0481,.7238,.0000,.0000,.6016,.6488
19830625,2,0,0.7641,.0409,.0241,.7410,.0000,.0000,.5414,.5244
19830702,2,0,0.7373,.0000,.1563,.5894,.0000,.0000,.4637,.4039
19830709,2,0,0.4817,.0000,.1248,.3623,.0000,.0000,.4075,.4194
19830716,2,0,0.4192,.0000,.1230,.3062,.0000,.0000,.3634,.3836
19830723,2,0,0.4378,.0000,.1310,.3188,.0000,.0000,.3354,.3417
19830730,2,0,0.398,.0000,.2220,.1863,.0000,.0000,.3014,.2944
19830806,2,0,0.3304,.0000,.2105,.1283,.0000,.0000,.2472,.1947
19830813,2,0,0.3242,.0000,.2352,.0978,.0000,.0000,.2224,.1780
19830820,2,0,0.2902,.0000,.2143,.0835,.0000,.0000,.2055,.1283
19830827,2,0,0.2279,.0000,.2003,.0326,.0000,.0000,.1992,.1212
19830903,2,0,0.2358,.0000,.1916,.0480,.0000,.0000,.1583,.0999
19830910,2,0,0.3866,.0000,.2440,.1523,.0000,.0000,.1391,.0964
19830917,2,0,0.4722,.0000,.2026,.2754,.0000,.0000,.1411,.0975
19830924,2,0,0.5095,.0000,.2472,.2709,.0000,.0025,.1500,.0411
19831001,2,0,0.9382,.0000,.2035,.3475,.1599,.2487,.2287,.1023
19831008,2,0,0.9654,.0000,.5586,.0000,.1282,.3082,.3202,.2304
19831015,2,0,0.9722,.0000,.4225,.0036,.4842,.0866,.4851,.3759
19831022,2,0,0.9735,.0000,.4776,.2024,.3182,.0000,.6117,.7234
19831029,2,0,0.976,.0000,.6389,.2923,.0688,.0000,.8024,.9504
19831105,2,0,0.9661,.0000,.6310,.3223,.0355,.0000,.9037,.9719
19831112,2,0,0.9348,.0000,.5515,.3620,.0100,.0295,.9532,.9720
19840430,2,0,0.976,.0000,.3812,.6188,.0000,.0000,.9444,.9756
19840507,1,100,0.972,.0000,.3316,.6643,.0000,.0000,.9236,.9621
19840514,2,0,0.968,.0000,.2820,.7097,.0000,.0000,.8926,.9282
19840521,1,100,0.9625,.0000,.2750,.7106,.0000,.0000,.8264,.8633
19840528,2,0,0.9569,.0000,.2680,.7114,.0000,.0000,.7823,.7946
19840604,1,100,0.8778,.0000,.2369,.6608,.0000,.0000,.7333,.7611
19840611,2,0,0.7987,.0000,.2057,.6102,.0000,.0000,.6451,.6600
19840618,2,0,0.7274,.0000,.2270,.5155,.0000,.0000,.6016,.6488
19840625,2,0,0.6579,.0000,.0841,.5850,.0000,.0000,.5414,.5244
19840702,1,100,0.6643,.0000,.1729,.4937,.0000,.0131,.4637,.4039
19840709,2,0,0.6707,.0000,.2616,.4024,.0000,.0261,.4075,.4194
19840716,2,0,0.6567,.0000,.3037,.3715,.0000,.0000,.3634,.3836
19840723,2,0,0.6858,.0000,.3951,.3048,.0000,.0000,.3354,.3417
19840730,2,0,0.5182,.0000,.3293,.1832,.0058,.0000,.3014,.2944
19840806,2,0,0.4251,.0000,.2258,.2015,.0000,.0000,.2472,.1947
19840813,2,0,0.4388,.0000,.1766,.2690,.0000,.0000,.2224,.1780
19840820,2,0,0.5507,.0000,.1833,.3756,.0000,.0000,.2055,.1283
19840827,2,0,0.4993,.0000,.1798,.3089,.0179,.0000,.1992,.1212
19840903,2,0,0.4733,.0020,.1721,.3063,.0000,.0000,.1583,.0999
19840910,2,0,0.4685,.0000,.2537,.2173,.0000,.0000,.1391,.0964
19840917,2,0,0.3551,.0000,.1780,.1786,.0000,.0000,.1411,.0975
19840924,2,0,0.2095,.0000,.0404,.1690,.0000,.0000,.1500,.0411
19841001,2,0,0.2905,.0000,.0242,.1450,.0000,.1243,.2287,.1023
19841008,2,0,0.5586,.0000,.1253,.0000,.3014,.1419,.3202,.2304
19841015,2,0,0.8228,.0000,.1472,.0000,.2700,.4198,.4851,.3759
19841022,2,0,0.969,.0000,.3986,.0477,.2415,.3018,.6117,.7234
19841029,2,0,0.9733,.0000,.4190,.4421,.1314,.0000,.8024,.9504
19841105,2,0,0.9738,.0000,.3631,.5481,.0876,.0000,.9037,.9719
19841112,2,0,0.9742,.0000,.3872,.5055,.0950,.0097,.9532,.9720
19850430,2,0,0.9776,.0000,.2016,.7944,.0000,.0000,.9444,.9756
19850507,1,100,0.9717,.0000,.1638,.7955,.0329,.0000,.9236,.9621
19850514,2,0,0.9657,.0000,.1261,.7966,.0657,.0000,.8926,.9282
19850521,1,100,0.9311,.0008,.1263,.7724,.0536,.0000,.8264,.8633
19850528,1,100,0.8965,.0016,.1265,.7483,.0416,.0000,.7823,.7946
19850604,1,100,0.862,.0024,.1266,.7241,.0295,.0000,.7333,.7611
19850611,2,0,0.8274,.0032,.1268,.7000,.0174,.0000,.6451,.6600
19850618,2,0,0.9186,.0000,.0969,.8247,.0084,.0000,.6016,.6488
19850625,2,0,0.9065,.0000,.0627,.8520,.0000,.0000,.5414,.5244
19850702,2,0,0.8578,.0000,.0482,.8125,.0000,.0000,.4637,.4039
19850709,2,0,0.9154,.0000,.0476,.8706,.0000,.0000,.4075,.4194
19850716,2,0,0.8521,.0000,.0704,.7872,.0000,.0000,.3634,.3836
19850723,2,0,0.8466,.0000,.0893,.7625,.0000,.0000,.3354,.3417
19850730,2,0,0.7858,.0000,.0517,.7395,.0000,.0000,.3014,.2944
19850806,2,0,0.7651,.0000,.1973,.5816,.0000,.0000,.2472,.1947
19850813,2,0,0.5975,.0000,.1428,.4663,.0000,.0000,.2224,.1780
19850820,2,0,0.5808,.0000,.1661,.4270,.0000,.0000,.2055,.1283
19850827,2,0,0.4647,.0000,.1889,.2812,.0000,.0000,.1992,.1212
19850903,2,0,0.5025,.0000,.1916,.3244,.0000,.0000,.1583,.0999
19850910,2,0,0.384,.0000,.1435,.2505,.0000,.0000,.1391,.0964
19850917,2,0,0.3918,.0000,.2378,.1637,.0000,.0000,.1411,.0975
19850924,2,0,0.5452,.0000,.2360,.2905,.0000,.0265,.1500,.0411
19851001,2,0,0.5387,.0000,.3089,.1733,.0000,.0670,.2287,.1023
19851008,2,0,0.6392,.0000,.4673,.0000,.0000,.1727,.3202,.2304
19851015,2,0,0.912,.0000,.4778,.0000,.2125,.2312,.4851,.3759
19851022,2,0,0.9702,.0000,.3842,.0000,.6063,.0013,.6117,.7234
19851029,2,0,0.9733,.0000,.4788,.1253,.3887,.0000,.8024,.9504
19851105,2,0,0.9767,.0000,.3314,.0959,.5728,.0000,.9037,.9719
19851112,2,0,0.9765,.0000,.3747,.4789,.1465,.0000,.9532,.9720
19860430,2,0,0.9759,.0000,.1961,.7576,.0324,.0139,.9444,.9756
19860507,1,100,0.9666,.0000,.1913,.7622,.0243,.0125,.9236,.9621
19860514,1,100,0.9573,.0000,.1865,.7669,.0162,.0111,.8926,.9282
19860521,1,100,0.948,.0000,.1817,.7715,.0081,.0097,.8264,.8633
19860528,2,0,0.9387,.0000,.1769,.7762,.0000,.0083,.7823,.7946
19860604,1,100,0.8876,.0000,.1668,.7344,.0000,.0076,.7333,.7611
19860611,2,0,0.8365,.0000,.1566,.6926,.0000,.0068,.6451,.6600
19860618,2,0,0.806,.0000,.1755,.6377,.0000,.0098,.6016,.6488
19860625,2,0,0.8474,.0000,.1873,.6680,.0000,.0104,.5414,.5244
19860702,2,0,0.8085,.0000,.2113,.6125,.0000,.0000,.4637,.4039
19860709,2,0,0.799,.0060,.2874,.5311,.0000,.0000,.4075,.4194
19860716,2,0,0.6826,.0000,.2890,.4101,.0000,.0000,.3634,.3836
19860723,2,0,0.5291,.0000,.2317,.3113,.0000,.0000,.3354,.3417
19860730,2,0,0.4735,.0000,.1727,.3098,.0000,.0000,.3014,.2944
19860806,2,0,0.3578,.0000,.1728,.1938,.0000,.0000,.2472,.1947
19860813,2,0,0.2497,.0000,.1499,.1060,.0000,.0000,.2224,.1780
19860820,2,0,0.175,.0000,.1407,.0380,.0000,.0000,.2055,.1283
19860827,2,0,0.4093,.0000,.2617,.1569,.0000,.0000,.1992,.1212
19860903,2,0,0.2651,.0000,.1642,.1055,.0000,.0000,.1583,.0999
19860910,2,0,0.1143,.0000,.0755,.0409,.0000,.0000,.1391,.0964
19860917,2,0,0.1116,.0000,.0851,.0264,.0000,.0000,.1411,.0975
19860924,2,0,0.0962,.0000,.0758,.0218,.0000,.0000,.1500,.0411
19861001,2,0,0.2864,.0000,.1926,.0375,.0000,.0597,.2287,.1023
19861008,2,0,0.4945,.0000,.1923,.0013,.1406,.1612,.3202,.2304
19861015,2,0,0.7721,.0000,.3148,.0043,.1793,.2866,.4851,.3759
19861022,2,0,0.891,.0000,.3827,.0038,.2528,.2652,.6117,.7234
19861029,2,0,0.9727,.0000,.2781,.1162,.6051,.0000,.8024,.9504
19861105,2,0,0.971,.0000,.2735,.3686,.3338,.0212,.9037,.9719
19861112,2,0,0.9733,.0000,.3018,.4893,.2089,.0000,.9532,.9720
19870430,2,0,0.9767,.0000,.1619,.8127,.0254,.0000,.9444,.9756
19870507,1,100,0.9747,.0000,.1503,.7992,.0426,.0052,.9236,.9621
19870514,1,100,0.9728,.0000,.1386,.7858,.0597,.0103,.8926,.9282
19870521,2,0,0.9708,.0000,.1270,.7723,.0769,.0155,.8264,.8633
19870528,1,100,0.9122,.0000,.1176,.7509,.0513,.0103,.7823,.7946
19870604,1,100,0.8537,.0000,.1082,.7294,.0256,.0052,.7333,.7611
19870611,2,0,0.7951,.0000,.0988,.7080,.0000,.0000,.6451,.6600
19870618,2,0,0.6029,.0000,.0464,.5616,.0000,.0000,.6016,.6488
19870625,2,0,0.3146,.0000,.0465,.2723,.0000,.0000,.5414,.5244
19870702,2,0,0.1648,.0000,.0030,.1623,.0000,.0000,.4637,.4039
19870709,2,0,0.1312,.0000,.0034,.1279,.0000,.0000,.4075,.4194
19870716,2,0,0.079,.0000,.0077,.0712,.0000,.0000,.3634,.3836
19870723,2,0,0.036,.0000,.0065,.0295,.0000,.0000,.3354,.3417
19870730,2,0,0.036,.0000,.0083,.0277,.0000,.0000,.3014,.2944
19870806,2,0,0.0351,.0000,.0176,.0176,.0000,.0000,.2472,.1947
19870813,2,0,0.0107,.0000,.0067,.0040,.0000,.0000,.2224,.1780
19870820,2,0,0.0061,.0000,.0061,.0000,.0000,.0000,.2055,.1283
19870827,2,0,0.0398,.0000,.0336,.0062,.0000,.0000,.1992,.1212
19870903,2,0,0.1088,.0000,.0799,.0290,.0000,.0000,.1583,.0999
19870910,2,0,0.0761,.0000,.0761,.0000,.0000,.0000,.1391,.0964
19870917,2,0,0.0684,.0000,.0684,.0000,.0000,.0000,.1411,.0975
19870924,2,0,0.0788,.0000,.0788,.0000,.0000,.0000,.1500,.0411
19871001,2,0,0.1481,.0000,.1031,.0000,.0000,.0473,.2287,.1023
19871008,2,0,0.1375,.0000,.0671,.0000,.0000,.0727,.3202,.2304
19871015,2,0,0.1346,.0000,.0983,.0000,.0048,.0336,.4851,.3759
19871022,2,0,0.179,.0000,.0678,.0000,.0000,.1118,.6117,.7234
19871029,2,0,0.4084,.0000,.0214,.0125,.0685,.3106,.8024,.9504
19871105,2,0,0.9715,.0000,.0509,.0115,.7095,.2175,.9037,.9719
19871112,2,0,0.9729,.0000,.0907,.0082,.8050,.0734,.9532,.9720
19880430,2,0,0.9758,.0000,.0000,.8896,.0622,.0267,.9444,.9756
19880507,1,100,0.9632,.0000,.0000,.8850,.0415,.0385,.9236,.9621
19880514,1,100,0.9507,.0000,.0000,.8805,.0207,.0504,.8926,.9282
19880521,2,0,0.9381,.0000,.0000,.8759,.0000,.0622,.8264,.8633
19880528,1,100,0.8407,.0000,.0000,.8096,.0000,.0311,.7823,.7946
19880604,2,0,0.7433,.0000,.0000,.7433,.0000,.0000,.7333,.7611
19880611,2,0,0.7036,.0000,.0017,.7019,.0000,.0000,.6451,.6600
19880618,2,0,0.5905,.0000,.0000,.5905,.0000,.0000,.6016,.6488
19880625,2,0,0.493,.0000,.0124,.4805,.0000,.0000,.5414,.5244
19880702,2,0,0.1664,.0000,.0019,.1646,.0000,.0000,.4637,.4039
19880709,2,0,0.085,.0000,.0049,.0801,.0000,.0000,.4075,.4194
19880716,2,0,0.0766,.0000,.0202,.0576,.0000,.0000,.3634,.3836
19880723,2,0,0.1632,.0000,.0284,.1371,.0000,.0000,.3354,.3417
19880730,2,0,0.1769,.0000,.0638,.1133,.0000,.0000,.3014,.2944
19880806,2,0,0.3035,.0000,.1984,.1051,.0000,.0000,.2472,.1947
19880813,2,0,0.2862,.0000,.1650,.1211,.0000,.0000,.2224,.1780
19880820,2,0,0.224,.0000,.1337,.0903,.0000,.0000,.2055,.1283
19880827,2,0,0.1969,.0000,.1245,.0724,.0000,.0000,.1992,.1212
19880903,2,0,0.2219,.0000,.1464,.0756,.0000,.0000,.1583,.0999
19880910,2,0,0.1612,.0000,.1534,.0077,.0000,.0000,.1391,.0964
19880917,2,0,0.2338,.0000,.1396,.0774,.0000,.0168,.1411,.0975
19880924,2,0,0.2475,.0000,.1326,.0493,.0000,.0656,.1500,.0411
19881001,2,0,0.3357,.0000,.2786,.0000,.0000,.0583,.2287,.1023
19881008,2,0,0.6127,.0000,.3163,.0000,.0629,.2335,.3202,.2304
19881015,2,0,0.9213,.0000,.3468,.0000,.1304,.4572,.4851,.3759
19881022,2,0,0.9708,.0000,.4353,.0903,.3545,.1178,.6117,.7234
19881029,2,0,0.9701,.0000,.4302,.1720,.3818,.0104,.8024,.9504
19881105,2,0,0.9723,.0000,.4137,.5444,.0295,.0099,.9037,.9719
19881112,2,0,0.9725,.0000,.5367,.4536,.0038,.0000,.9532,.9720
19890430,2,0,0.9763,.0000,.1851,.7981,.0000,.0000,.9444,.9756
19890507,1,100,0.9393,.0000,.1773,.7689,.0000,.0000,.9236,.9621
19890514,1,100,0.9022,.0000,.1695,.7397,.0000,.0000,.8926,.9282
19890521,1,100,0.8652,.0000,.1616,.7105,.0000,.0000,.8264,.8633
19890528,1,100,0.8281,.0000,.1538,.6813,.0000,.0000,.7823,.7946
19890604,2,0,0.7911,.0000,.1460,.6521,.0000,.0000,.7333,.7611
19890611,2,0,0.7498,.0000,.1804,.5769,.0000,.0000,.6451,.6600
19890618,2,0,0.8107,.0000,.1825,.6349,.0000,.0000,.6016,.6488
19890625,2,0,0.7954,.0000,.2865,.5233,.0000,.0000,.5414,.5244
19890702,2,0,0.7955,.0000,.2288,.5743,.0000,.0000,.4637,.4039
19890709,2,0,0.7839,.0000,.1683,.6265,.0000,.0000,.4075,.4194
19890716,2,0,0.7242,.0000,.1463,.5886,.0000,.0000,.3634,.3836
19890723,2,0,0.6225,.0000,.2286,.4074,.0000,.0000,.3354,.3417
19890730,2,0,0.6081,.0000,.1908,.4289,.0000,.0000,.3014,.2944
19890806,2,0,0.5475,.0000,.2013,.3619,.0000,.0000,.2472,.1947
19890813,2,0,0.3876,.0000,.1624,.2328,.0000,.0000,.2224,.1780
19890820,2,0,0.2773,.0000,.1195,.1626,.0000,.0000,.2055,.1283
19890827,2,0,0.1282,.0000,.0864,.0443,.0000,.0000,.1992,.1212
19890903,2,0,0.0717,.0000,.0481,.0236,.0000,.0000,.1583,.0999
19890910,2,0,0.0882,.0000,.0603,.0279,.0000,.0000,.1391,.0964
19890917,2,0,0.2982,.0000,.2011,.0973,.0000,.0000,.1411,.0975
19890924,2,0,0.2932,.0000,.1648,.1040,.0000,.0250,.1500,.0411
19891001,2,0,0.2448,.0000,.1944,.0000,.0000,.0557,.2287,.1023
19891008,2,0,0.1231,.0000,.0940,.0000,.0000,.0307,.3202,.2304
19891015,2,0,0.5845,.0000,.1043,.0000,.0000,.4882,.4851,.3759
19891022,2,0,0.7308,.0000,.1337,.0000,.5256,.0941,.6117,.7234
19891029,2,0,0.9747,.0000,.1332,.2592,.4630,.1446,.8024,.9504
19891105,2,0,0.9746,.0000,.1322,.2975,.5027,.0676,.9037,.9719
19891112,2,0,0.9746,.0000,.1063,.7155,.1692,.0000,.9532,.9720
19900430,2,0,0.9756,.0000,.4320,.5167,.0000,.0430,.9444,.9756
19900507,1,100,0.9141,.0000,.4154,.4853,.0000,.0287,.9236,.9621
19900514,1,100,0.8525,.0000,.3989,.4538,.0000,.0143,.8926,.9282
19900521,2,0,0.791,.0000,.3823,.4224,.0000,.0000,.8264,.8633
19900528,1,100,0.8052,.0000,.4115,.4079,.0000,.0000,.7823,.7946
19900604,1,100,0.8193,.0000,.4407,.3935,.0000,.0000,.7333,.7611
19900611,2,0,0.8335,.0000,.4699,.3790,.0000,.0000,.6451,.6600
19900618,2,0,0.6351,.0000,.3699,.2747,.0000,.0000,.6016,.6488
19900625,2,0,0.5565,.0000,.2986,.2581,.0000,.0000,.5414,.5244
19900702,2,0,0.4597,.0000,.1733,.2911,.0000,.0000,.4637,.4039
19900709,2,0,0.302,.0000,.0899,.2157,.0000,.0000,.4075,.4194
19900716,2,0,0.221,.0000,.1426,.0815,.0000,.0000,.3634,.3836
19900723,2,0,0.2731,.0000,.1727,.1056,.0000,.0000,.3354,.3417
19900730,2,0,0.2775,.0000,.2090,.0752,.0000,.0000,.3014,.2944
19900806,2,0,0.3518,.0000,.2683,.0916,.0000,.0000,.2472,.1947
19900813,2,0,0.3099,.0000,.2484,.0615,.0000,.0000,.2224,.1780
19900820,2,0,0.1537,.0000,.0810,.0727,.0000,.0000,.2055,.1283
19900827,2,0,0.1738,.0000,.1315,.0424,.0000,.0000,.1992,.1212
19900903,2,0,0.3168,.0000,.2174,.0856,.0000,.0206,.1583,.0999
19900910,2,0,0.3643,.0000,.3126,.0574,.0000,.0000,.1391,.0964
19900917,2,0,0.3198,.0000,.2371,.0688,.0198,.0000,.1411,.0975
19900924,2,0,0.2867,.0000,.2707,.0095,.0095,.0000,.1500,.0411
19901001,2,0,0.4043,.0075,.2985,.0000,.0670,.0490,.2287,.1023
19901008,2,0,0.444,.0000,.2833,.0000,.0846,.0789,.3202,.2304
19901015,2,0,0.7545,.0000,.0929,.0000,.1366,.5291,.4851,.3759
19901022,2,0,0.8695,.0000,.0757,.0000,.1908,.6243,.6117,.7234
19901029,2,0,0.9736,.0000,.2278,.1516,.3705,.2462,.8024,.9504
19901105,2,0,0.9727,.0000,.2484,.0228,.7027,.0000,.9037,.9719
19901112,2,0,0.973,.0000,.2419,.2988,.4431,.0087,.9532,.9720
19910430,2,0,0.9793,.0000,.2484,.7401,.0000,.0000,.9444,.9756
19910507,1,100,0.9135,.0000,.2367,.6854,.0000,.0000,.9236,.9621
19910514,1,100,0.8477,.0000,.2250,.6307,.0000,.0000,.8926,.9282
19910521,2,0,0.7819,.0000,.2133,.5760,.0000,.0000,.8264,.8633
19910528,1,100,0.7618,.0000,.2004,.5684,.0000,.0000,.7823,.7946
19910604,2,0,0.7416,.0000,.1875,.5607,.0000,.0000,.7333,.7611
19910611,2,0,0.6427,.0000,.1676,.4812,.0000,.0000,.6451,.6600
19910618,2,0,0.7169,.0000,.1892,.5341,.0000,.0000,.6016,.6488
19910625,2,0,0.6533,.0000,.1908,.4711,.0000,.0000,.5414,.5244
19910702,2,0,0.6472,.0000,.1884,.4705,.0000,.0000,.4637,.4039
19910709,2,0,0.6451,.0000,.2906,.3664,.0000,.0000,.4075,.4194
19910716,2,0,0.6735,.0000,.2719,.4142,.0000,.0000,.3634,.3836
19910723,2,0,0.6346,.0000,.2428,.3999,.0000,.0000,.3354,.3417
19910730,2,0,0.6215,.0000,.3763,.2597,.0000,.0000,.3014,.2944
19910806,2,0,0.5112,.0000,.3022,.2214,.0000,.0000,.2472,.1947
19910813,2,0,0.6234,.0000,.4044,.2333,.0000,.0000,.2224,.1780
19910820,2,0,0.6741,.0000,.4444,.2445,.0000,.0000,.2055,.1283
19910827,2,0,0.7924,.0000,.5390,.2745,.0000,.0000,.1992,.1212
19910903,2,0,0.7234,.0000,.5313,.2099,.0000,.0000,.1583,.0999
19910910,2,0,0.5672,.0000,.4661,.1150,.0000,.0000,.1391,.0964
